query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCA_014728295.1	GCA_002390045.1	mid	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__WJLW01	g__Hallerella	s__WJLW01 sp014728295	s__Hallerella sp002390045
GCA_902796785.1	GCA_016929415.1	mid	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__CADBQJ01	g__JAFGNB01	s__CADBQJ01 sp902796785	s__JAFGNB01 sp016929415
GCA_016935565.1	GCA_016930875.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__JAFGQS01	g__JAFGFW01	s__JAFGQS01 sp016935565	s__JAFGFW01 sp016930875
GCF_000472285.1	GCA_013177825.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__ATBO01	g__PHBD01	s__ATBO01 sp000472285	s__PHBD01 sp013177825
GCA_903907985.1	GCA_002869635.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Fen-1166	g__BM515	s__Fen-1166 sp903907985	s__BM515 sp002869635
GCF_000143965.1	GCA_002753225.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Desulfarculus	g__YD0425bin51	s__Desulfarculus baarsii	s__YD0425bin51 sp002753225
GCA_016875095.1	GCA_002402905.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__VGSG01	g__Desulfatitalea	s__VGSG01 sp016875095	s__Desulfatitalea sp002402905
GCA_018005585.1	GCA_012730045.1	mid	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Hydrogenedentota	g__JAGMZX01	g__JAAYBR01	s__JAGMZX01 sp018005585	s__JAAYBR01 sp012730045
GCA_016125095.1	GCA_012523015.1	mid	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Hydrogenedentota	g__WGMK01	g__JAAYBJ01	s__WGMK01 sp016125095	s__JAAYBJ01 sp012523015
GCA_012965445.1	GCA_018056705.1	mid	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Hydrogenedentota	g__DTSJ01	g__JAGPFE01	s__DTSJ01 sp012965445	s__JAGPFE01 sp018056705
GCA_000493945.1	GCA_002348185.1	mid	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Hydrogenedentota	g__Hydrogenedens	g__UBA2224	s__Hydrogenedens terephthalicus	s__UBA2224 sp002348185
GCA_012523015.1	GCA_903932505.1	mid	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Hydrogenedentota	g__JAAYBJ01	g__CAIZGN01	s__JAAYBJ01 sp012523015	s__CAIZGN01 sp903932505
GCA_015061035.1	GCA_903821715.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Caccoplasma	g__TMED14	s__Caccoplasma sp015061035	s__TMED14 sp903821715
GCA_002707145.1	GCA_010906965.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__GCA-2707145	g__JAAFHB01	s__GCA-2707145 sp002707145	s__JAAFHB01 sp010906965
GCA_003731685.1	GCA_002344895.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Naka2016	g__UBA2333	s__Naka2016 sp003731685	s__UBA2333 sp002344895
GCF_000425645.1	GCF_900103215.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Gaetbulibacter	g__Kriegella	s__Gaetbulibacter saemankumensis	s__Kriegella aquimaris
GCA_001769125.1	GCA_001768515.1	mid	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__GWF2-35-48	g__GWE2-42-24	s__GWF2-35-48 sp001769125	s__GWE2-42-24 sp001768515
GCA_903891415.1	GCA_001778375.1	mid	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Firestonebacteria	g__CAIYPD01	g__D2-FULL-39-29	s__CAIYPD01 sp903891415	s__D2-FULL-39-29 sp001778375
GCA_903916325.1	GCA_001778375.1	mid	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Firestonebacteria	g__CAIOVX01	g__D2-FULL-39-29	s__CAIOVX01 sp903916325	s__D2-FULL-39-29 sp001778375
GCA_001778375.1	GCA_903928075.1	mid	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Firestonebacteria	g__D2-FULL-39-29	g__CAIYPD01	s__D2-FULL-39-29 sp001778375	s__CAIYPD01 sp903928075
GCA_016927275.1	GCA_016202335.1	mid	d__Bacteria	d__Bacteria	p__UBA10199	p__UBA10199	g__JAFGMW01	g__JACQOX01	s__JAFGMW01 sp016927275	s__JACQOX01 sp016202335
GCA_001797365.1	GCA_002796305.1	mid	d__Bacteria	d__Bacteria	p__UBA10199	p__UBA10199	g__UBA10199	g__1-14-0-20-49-13	s__UBA10199 sp001797365	s__1-14-0-20-49-13 sp002796305
GCA_016210045.1	GCA_001798075.1	mid	d__Bacteria	d__Bacteria	p__UBA10199	p__UBA10199	g__JACQUX01	g__SPLOWO2-01-44-7	s__JACQUX01 sp016210045	s__SPLOWO2-01-44-7 sp001798075
GCA_015233135.1	GCA_001797365.1	mid	d__Bacteria	d__Bacteria	p__UBA10199	p__UBA10199	g__JADFYH01	g__UBA10199	s__JADFYH01 sp015233135	s__UBA10199 sp001797365
GCA_016180865.1	GCA_016183175.1	mid	d__Bacteria	d__Bacteria	p__UBA10199	p__UBA10199	g__JACPAJ01	g__JACPFC01	s__JACPAJ01 sp016180865	s__JACPFC01 sp016183175
GCF_000308215.1	GCA_016180755.1	mid	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Methanomassiliicoccus	g__JACPAO01	s__Methanomassiliicoccus luminyensis	s__JACPAO01 sp016180755
GCA_018649825.1	GCA_001875425.1	mid	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__PSPT01	g__UBA102	s__PSPT01 sp018649825	s__UBA102 sp001875425
GCA_006954405.1	GCA_018818785.1	mid	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__MX-02	g__UBA9653	s__MX-02 sp006954405	s__UBA9653 sp018818785
GCA_013331315.1	GCA_905181715.1	mid	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__UBA10834	g__MGIIa-K2	s__UBA10834 sp10834u	s__MGIIa-K2 sp905181715
GCA_002720275.1	GCA_011046235.1	mid	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__MGIIa-I	g__DSAX01	s__MGIIa-I sp002720275	s__DSAX01 sp011046235
GCF_014203025.1	GCF_000469585.1	mid	d__Bacteria	d__Bacteria	p__Chrysiogenota	p__Chrysiogenota	g__Desulfurispira	g__Chrysiogenes	s__Desulfurispira natronophila	s__Chrysiogenes arsenatis
GCF_000469585.1	GCF_000177635.2	mid	d__Bacteria	d__Bacteria	p__Chrysiogenota	p__Chrysiogenota	g__Chrysiogenes	g__Desulfurispirillum	s__Chrysiogenes arsenatis	s__Desulfurispirillum indicum
GCA_002296525.1	GCA_016870835.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA6944	g__MAG-120802	s__UBA6944 sp002296525	s__MAG-120802 sp016870835
GCA_012837465.1	GCA_018830645.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Arachnia	g__JAHJSA01	s__Arachnia sp012837465	s__JAHJSA01 sp018830645
GCA_903918595.1	GCA_013696595.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAIXFB01	g__JACCYG01	s__CAIXFB01 sp903918595	s__JACCYG01 sp013696595
GCF_001570965.1	GCA_003156595.1	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Janibacter	g__PALSA-693	s__Janibacter corallicola	s__PALSA-693 sp003156595
GCA_009379845.1	GCF_003258605.2	mid	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Tamaricihabitans	g__Streptomyces_D	s__Tamaricihabitans sp009379845	s__Streptomyces_D bronchialis
GCA_003574845.1	GCA_013151555.1	mid	d__Bacteria	d__Bacteria	p__NPL-UPA2	p__NPL-UPA2	g__NPL-UPA2	g__JAADIA01	s__NPL-UPA2 sp003574845	s__JAADIA01 sp013151555
GCA_016845285.1	GCA_002729515.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Myxococcota_A	g__BH17	g__GCA-2729515	s__BH17 sp016845285	s__GCA-2729515 sp002729515
GCA_005797785.1	GCA_002433485.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Myxococcota_A	g__SYKL01	g__UBA6601	s__SYKL01 sp005797785	s__UBA6601 sp002433485
GCA_002719955.1	GCA_003694325.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Myxococcota_A	g__UBA4427	g__J125	s__UBA4427 sp002719955	s__J125 sp003694325
GCA_005797785.1	GCA_905339255.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Myxococcota_A	g__SYKL01	g__MYXO	s__SYKL01 sp005797785	s__MYXO sp905339255
GCA_002687015.1	GCA_002862545.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Myxococcota_A	g__GCA-2687015	g__GCA-2862545	s__GCA-2687015 sp002687015	s__GCA-2862545 sp002862545
GCA_018065065.1	GCA_012523215.1	mid	d__Bacteria	d__Bacteria	p__Synergistota	p__Synergistota	g__E4-60	g__58-81	s__E4-60 sp018065065	s__58-81 sp012523215
GCF_000237805.1	GCA_017445405.1	mid	d__Bacteria	d__Bacteria	p__Synergistota	p__Synergistota	g__Jonquetella	g__Fretibacterium	s__Jonquetella anthropi	s__Fretibacterium sp017445405
GCA_017656375.1	GCA_905234205.1	mid	d__Bacteria	d__Bacteria	p__Synergistota	p__Synergistota	g__Thermovirga	g__Fretibacterium	s__Thermovirga sp017656375	s__Fretibacterium sp905234205
GCF_000177335.1	GCA_018434645.1	mid	d__Bacteria	d__Bacteria	p__Synergistota	p__Synergistota	g__Pyramidobacter	g__UBA1876	s__Pyramidobacter piscolens	s__UBA1876 sp018434645
GCF_000585335.1	GCA_001508835.1	mid	d__Bacteria	d__Bacteria	p__Synergistota	p__Synergistota	g__Cloacibacillus	g__42-11	s__Cloacibacillus evryensis	s__42-11 sp001508835
GCA_018714485.1	GCA_900547565.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Caccalectryoclostridium	g__UMGS1002	s__Caccalectryoclostridium excrementigallinarum	s__UMGS1002 sp900547565
GCA_017626625.1	GCA_017513125.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__RGIG5636	s__Roseburia sp017626625	s__RGIG5636 sp017513125
GCF_900130055.1	GCF_002252565.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_T	g__Petroclostridium	s__Clostridium_T intestinale	s__Petroclostridium xylanilyticum
GCA_002395525.1	GCF_017368455.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__CAG-353	g__Proteiniclasticum	s__CAG-353 sp002395525	s__Proteiniclasticum sp017368455
GCA_016297495.1	GCA_002315015.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Coprococcus_A	g__Ruthenibacterium	s__Coprococcus_A sp016297495	s__Ruthenibacterium avium
GCA_016931625.1	GCA_016784945.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__JAFGEK01	g__JADDHL01	s__JAFGEK01 sp016931625	s__JADDHL01 sp016784945
GCA_017500825.1	GCA_903955385.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__UBA1203	g__CAJBNH01	s__UBA1203 sp017500825	s__CAJBNH01 sp903955385
GCA_006226375.1	GCA_016929495.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__M3003	g__JAFGIS01	s__M3003 sp006226375	s__JAFGIS01 sp016929495
GCA_018970625.1	GCA_016712745.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__REEB431	g__JADJQN01	s__REEB431 sp018970625	s__JADJQN01 sp016712745
GCA_016218785.1	GCA_016926755.1	mid	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__JACRCY01	g__Hyalangium	s__JACRCY01 sp016218785	s__Hyalangium sp016926755
GCA_013152765.1	GCA_014728085.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__JADDFT01	g__WJMF01	s__JADDFT01 sp013152765	s__WJMF01 sp014728085
GCA_016931935.1	GCA_003818595.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__JAFGDW01	g__RPQV01	s__JAFGDW01 sp016931935	s__RPQV01 sp003818595
GCA_002327255.1	GCA_004356825.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__UBA2214	g__N075bin58	s__UBA2214 sp002327255	s__N075bin58 sp004356825
GCA_011046315.1	GCA_012523655.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__DSAU01	g__JAAYTV01	s__DSAU01 sp011046315	s__JAAYTV01 sp012523655
GCA_016926625.1	GCA_016783825.1	mid	d__Bacteria	d__Bacteria	p__KSB1	p__KSB1	g__JAFGOE01	g__BS750m-G10	s__JAFGOE01 sp016926625	s__BS750m-G10 sp016783825
GCA_002787255.1	GCA_018062065.1	mid	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__GCA-002787255	g__JAGOSH01	s__GCA-002787255 sp002787255	s__JAGOSH01 sp018062065
GCA_016839105.1	GCA_002070005.1	mid	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__SZUA-1403	g__MWCK01	s__SZUA-1403 sp016839105	s__MWCK01 sp002070005
GCA_018818445.1	GCA_016203535.1	mid	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JAHISC01	g__JAHJFW01	s__JAHISC01 sp018818445	s__JAHJFW01 sp016203535
GCA_016186245.1	GCA_016204805.1	mid	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JACPLZ01	g__JACQKA01	s__JACPLZ01 sp016186245	s__JACQKA01 sp016204805
GCA_000993405.1	GCA_016699995.1	mid	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__GWB1-39-12	g__UBA920	s__GWB1-39-12 sp000993405	s__UBA920 sp016699995
GCF_000183405.1	GCF_000218625.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Calditerrivibrio	g__Flexistipes	s__Calditerrivibrio nitroreducens	s__Flexistipes sinusarabici
GCA_002338145.1	GCA_910586745.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Flexistipes	g__Mucispirillum	s__Flexistipes sp002338145	s__Mucispirillum sp910586745
GCF_000183405.1	GCF_004087915.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Calditerrivibrio	g__Geovibrio	s__Calditerrivibrio nitroreducens	s__Geovibrio thiophilus
GCF_000025725.1	GCA_002452335.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Denitrovibrio	g__Seleniivibrio	s__Denitrovibrio acetiphilus	s__Seleniivibrio sp002452335
GCF_004339245.1	GCF_004087915.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Seleniivibrio	g__Geovibrio	s__Seleniivibrio woodruffii	s__Geovibrio thiophilus
GCA_016782125.1	GCA_004376695.1	mid	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JACDAU01	g__E29-bin54	s__JACDAU01 sp016782125	s__E29-bin54 sp004376695
GCA_013694835.1	GCA_011523615.1	mid	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JACDBP01	g__WTGJ01	s__JACDBP01 sp013694835	s__WTGJ01 sp011523615
GCA_003228175.2	GCA_009843585.1	mid	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__TK10-74A	g__VYDC01	s__TK10-74A sp003228175	s__VYDC01 sp009843585
GCA_016200765.1	GCA_002332795.1	mid	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JACQEC01	g__UBA2029	s__JACQEC01 sp016200765	s__UBA2029 sp002332795
GCA_011192075.1	GCA_902806335.1	mid	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__S120	g__CADCWG01	s__S120 sp011192075	s__CADCWG01 sp902806335
GCF_001517835.1	GCA_905193685.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Caviibacter	g__Fusobacterium_A	s__Caviibacter abscessus	s__Fusobacterium_A sp900555485
GCF_000158275.2	GCF_004365575.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Fusobacterium	g__Hypnocyclicus	s__Fusobacterium animalis	s__Hypnocyclicus thermotrophus
GCF_900167275.1	GCA_018060185.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Cetobacterium	g__JAGOWQ01	s__Cetobacterium ceti	s__JAGOWQ01 sp018060185
GCF_000163935.1	GCA_018058425.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Fusobacterium	g__Sebaldella	s__Fusobacterium periodonticum_B	s__Sebaldella sp018058425
GCF_000799075.1	GCA_002313635.1	mid	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Fusobacteriota	g__Cetobacterium_A	g__UBA816	s__Cetobacterium_A sp000799075	s__UBA816 sp002313635
GCA_012520575.1	GCA_014359405.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__JAAYOB01	g__Caldatribacterium	s__JAAYOB01 sp012520575	s__Caldatribacterium sp014359405
GCA_000353875.1	GCA_018054125.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__Caldatribacterium	g__UBA6794	s__Caldatribacterium californiense_A	s__UBA6794 sp018054125
GCA_018402425.1	GCA_007128145.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__M30B28	g__SKXZ01	s__M30B28 sp018402425	s__SKXZ01 sp007128145
GCA_002452835.1	GCA_012520575.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__UBA6794	g__JAAYOB01	s__UBA6794 sp002452835	s__JAAYOB01 sp012520575
GCA_003513845.1	GCA_013314795.1	mid	d__Bacteria	d__Bacteria	p__Atribacterota	p__Atribacterota	g__UBA9904	g__JABUEZ01	s__UBA9904 sp003513845	s__JABUEZ01 sp013314795
GCA_005239945.1	GCA_018814245.1	mid	d__Bacteria	d__Bacteria	p__UBA9089	p__UBA9089	g__SBAY01	g__CG2-30-40-21	s__SBAY01 sp005239945	s__CG2-30-40-21 sp018814245
GCA_018814245.1	GCA_018830565.1	mid	d__Bacteria	d__Bacteria	p__UBA9089	p__UBA9089	g__CG2-30-40-21	g__JAHJRX01	s__CG2-30-40-21 sp018814245	s__JAHJRX01 sp018830565
GCA_018830565.1	GCA_003485015.1	mid	d__Bacteria	d__Bacteria	p__UBA9089	p__UBA9089	g__JAHJRX01	g__UBA9089	s__JAHJRX01 sp018830565	s__UBA9089 sp003485015
GCA_003498085.1	GCA_003485015.1	mid	d__Bacteria	d__Bacteria	p__UBA9089	p__UBA9089	g__UBA9088	g__UBA9089	s__UBA9088 sp003498085	s__UBA9089 sp003485015
GCA_005239945.1	GCA_003498085.1	mid	d__Bacteria	d__Bacteria	p__UBA9089	p__UBA9089	g__SBAY01	g__UBA9088	s__SBAY01 sp005239945	s__UBA9088 sp003498085
GCA_016178055.1	GCA_016196885.1	mid	d__Bacteria	d__Bacteria	p__JACPWU01	p__JACPWU01	g__JACOUC01	g__JACPWU01	s__JACOUC01 sp016178055	s__JACPWU01 sp016196885
GCA_011389865.1	GCA_015478585.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__JAABTL01	g__Meiothermus	s__JAABTL01 sp011389865	s__Meiothermus sp015478585
GCA_002707365.1	GCA_013298595.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__UBA6957	g__JAAFIG01	s__UBA6957 sp002707365	s__JAAFIG01 sp013298595
GCA_002239005.1	GCF_000195335.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__MPNL01	g__Marinithermus	s__MPNL01 sp002239005	s__Marinithermus hydrothermalis
GCF_014653275.1	GCA_007130355.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__Deinococcus	g__SLSQ01	s__Deinococcus piscis	s__SLSQ01 sp007130355
GCF_014202645.1	GCF_000092425.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__Deinobacterium	g__Truepera	s__Deinobacterium chartae	s__Truepera radiovictrix
GCA_015523565.1	GCA_016839915.1	mid	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__WAKA01	g__Loki-b32	s__WAKA01 sp015523565	s__Loki-b32 sp016839915
GCA_016839915.1	GCA_001940725.1	mid	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__Loki-b32	g__LC-2	s__Loki-b32 sp016839915	s__LC-2 sp001940725
GCA_016840425.1	GCA_005191425.1	mid	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__Wukongarchaeum	g__HEL-GB-B	s__Wukongarchaeum yapensis	s__HEL-GB-B sp005191425
GCA_008080735.1	GCA_005191425.1	mid	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__TEKIR-8	g__HEL-GB-B	s__TEKIR-8 sp008080735	s__HEL-GB-B sp005191425
GCA_019057775.1	GCA_016550415.1	mid	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__Loki-b32	g__JABXGU01	s__Loki-b32 sp019057775	s__JABXGU01 sp016550415
GCA_001761425.1	GCA_003009795.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__Nanohalobium	g__SW-4-43-9	s__Nanohalobium sp001761425	s__SW-4-43-9 sp003009795
GCA_017610385.1	GCA_014297435.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__JAFCCC01	g__PL-Br10-U2g16	s__JAFCCC01 sp017610385	s__PL-Br10-U2g16 sp014297435
GCA_000220375.1	GCA_014297435.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__Nanosalina	g__PL-Br10-U2g16	s__Nanosalina sp000220375	s__PL-Br10-U2g16 sp014297435
GCA_018609855.1	GCF_009617975.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__JAHENU01	g__Nanohalobium	s__JAHENU01 sp018609855	s__Nanohalobium constans
GCA_003009815.1	GCA_001564145.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__SW-4-43-9	g__B1-Br10-U2g21	s__SW-4-43-9 sp003009815	s__B1-Br10-U2g21 sp001564145
GCA_011388275.1	GCA_016933415.1	mid	d__Bacteria	d__Bacteria	p__QNDG01	p__QNDG01	g__DSAB01	g__JAFGAX01	s__DSAB01 sp011388275	s__JAFGAX01 sp016933415
GCA_016930535.1	GCA_016931965.1	mid	d__Bacteria	d__Bacteria	p__QNDG01	p__QNDG01	g__JAFGGN01	g__JAFGDT01	s__JAFGGN01 sp016930535	s__JAFGDT01 sp016931965
GCA_016931965.1	GCA_016931355.1	mid	d__Bacteria	d__Bacteria	p__QNDG01	p__QNDG01	g__JAFGDT01	g__JAFGEX01	s__JAFGDT01 sp016931965	s__JAFGEX01 sp016931355
GCA_016934955.1	GCA_016931965.1	mid	d__Bacteria	d__Bacteria	p__QNDG01	p__QNDG01	g__JAFGRY01	g__JAFGDT01	s__JAFGRY01 sp016934955	s__JAFGDT01 sp016931965
GCA_003645915.1	GCA_016931965.1	mid	d__Bacteria	d__Bacteria	p__QNDG01	p__QNDG01	g__QNDG01	g__JAFGDT01	s__QNDG01 sp003645915	s__JAFGDT01 sp016931965
GCA_016932385.1	GCA_002050035.1	mid	d__Bacteria	d__Bacteria	p__4484-113	p__4484-113	g__JAFGCY01	g__4484-113	s__JAFGCY01 sp016932385	s__4484-113 sp002050035
GCA_018657625.1	GCA_018830885.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JABHWU01	g__JAHJRI01	s__JABHWU01 sp018657625	s__JAHJRI01 sp018830885
GCA_002707655.1	GCA_004213175.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__UBA8110	g__Arctic96AD-7	s__UBA8110 sp002707655	s__Arctic96AD-7 sp002704555
GCA_016199125.1	GCA_002707655.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JACQHH01	g__UBA8110	s__JACQHH01 sp016199125	s__UBA8110 sp002707655
GCA_016204605.1	GCA_902513935.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JACQKK01	g__Arctic96AD-7	s__JACQKK01 sp016204605	s__Arctic96AD-7 sp902513935
GCA_016199125.1	GCA_015231885.1	mid	d__Bacteria	d__Bacteria	p__SAR324	p__SAR324	g__JACQHH01	g__GCA-2753255	s__JACQHH01 sp016199125	s__GCA-2753255 sp002753255
GCA_014727815.1	GCA_014728145.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__WJMS01	g__WJMC01	s__WJMS01 sp014727815	s__WJMC01 sp014728145
GCA_002085375.1	GCA_011056555.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__4484-95	g__JAABVY01	s__4484-95 sp002085375	s__JAABVY01 sp011056555
GCA_012797915.1	GCA_012517955.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAAZOE01	g__JAAYTW01	s__JAAZOE01 sp012797915	s__JAAYTW01 sp012517955
GCA_900498245.1	GCA_012797915.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__UNRQ01	g__JAAZOE01	s__UNRQ01 sp900498245	s__JAAZOE01 sp012797915
GCA_014729565.1	GCA_016199865.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__WJJR01	g__JACQFV01	s__WJJR01 sp014729565	s__JACQFV01 sp016199865
GCA_003165615.1	GCA_003222375.1	mid	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Bog-366	g__Gp7-AA10	s__Bog-366 sp003165615	s__Gp7-AA10 sp003222375
GCA_016934575.1	GCA_003223135.1	mid	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__JAFGSN01	g__Gp22-AA3	s__JAFGSN01 sp016934575	s__Gp22-AA3 sp003223135
GCA_003140235.1	GCA_016789605.1	mid	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Gp1-AA17	g__RBC074	s__Gp1-AA17 sp003140235	s__RBC074 sp016789605
GCA_003165315.1	GCA_016932915.1	mid	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Bog-366	g__JAFGBY01	s__Bog-366 sp003165315	s__JAFGBY01 sp016932915
