query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
GCA_018363915.1	GCF_000311745.1	96.8152	97.4431	0.7774	0.7714	0.09439	36	0.9910	9	1.044	0.8390	96.6561	97.9476	0.7784	1.45	AlfI:96.99,AloI:97.76,BcgI:97.07,FalI:97.51	1117	36	1316	143	28.666666666666668	ok	96.8152	gamma
GCA_018366675.1	GCF_001813295.1	96.3122	96.7406	0.6771	0.6223	0.08774	106	0.9970	4	2.086	0.7863	96.2143	97.1862	0.3528	0.96	AlfI:96.70,AloI:96.85,BcgI:96.50,FalI:96.86	1624	106	1919	87	13.518867924528301	ok	96.3122	gamma
GCA_018366675.1	GCF_016648925.1	96.4827	96.8774	0.6464	0.6345	0.08639	111	0.9909	12	1.968	0.7962	96.5053	97.1767	0.3814	0.55	AlfI:96.77,AloI:96.56,BcgI:96.94,FalI:96.93	1630	111	1852	49	12.81981981981982	ok	96.4827	gamma
GCA_018372555.1	GCF_004794105.1	96.8722	97.2578	0.3790	0.3925	0.09567	114	1.0000	0	1.680	0.8271	96.7861	97.5768	0.9577	0.80	AlfI:97.38,AloI:97.41,BcgI:96.45,FalI:97.26	1729	114	1363	50	9.5	ok	96.8722	gamma
GCA_018375265.1	GCF_003048375.1	96.6249	96.6249	0.3595	0.3488	0.10500	137	0.9989	1	inf	0.7780	96.7312	96.5481	2.8686	4.80	AlfI:96.63,AloI:99.26,BcgI:96.39,FalI:96.73	1620	137	1289	17	7.343065693430657	ok	96.6249	uniform
GCA_018375265.1	GCF_003048615.2	96.7841	96.7841	0.3064	0.3075	0.10742	130	0.9962	3	inf	0.7895	97.0734	96.5729	2.1699	2.22	AlfI:96.60,AloI:98.77,BcgI:96.70,FalI:96.91	1548	130	1141	21	7.1	ok	96.7841	uniform
GCA_018448495.1	GCA_904846265.1	96.3219	97.4006	0.8507	0.8564	0.05510	39	0.9865	38	0.718	0.8314	96.3445	98.1273	1.0430	1.94	AlfI:97.33,AloI:96.47,BcgI:97.51,FalI:97.32	2887	39	3750	345	72.17948717948718	ok	96.3219	gamma
GCA_018448495.1	GCF_000586475.1	95.8948	97.0722	0.8572	0.8689	0.05912	39	0.9860	38	0.807	0.8070	95.9862	97.9265	1.8088	3.82	AlfI:97.13,AloI:95.37,BcgI:97.18,FalI:96.87	2793	39	3759	275	69.53846153846153	ok	95.8948	gamma
GCA_018448495.1	GCF_001435295.1	96.0343	97.0404	0.8789	0.8762	0.05870	23	0.9924	21	0.945	0.8046	96.0114	97.8588	1.6142	2.65	AlfI:97.17,AloI:95.56,BcgI:97.05,FalI:96.93	2819	23	3838	349	120.82608695652173	ok	96.0343	gamma
GCA_018448495.1	GCF_904846615.1	95.8283	96.9349	0.8787	0.9274	0.06005	21	0.9930	19	0.918	0.7967	95.8786	97.8056	1.8303	5.27	AlfI:97.11,AloI:95.28,BcgI:97.02,FalI:96.61	2772	21	3830	441	129	ok	95.8283	gamma
GCA_018656255.1	GCA_905182755.1	97.1558	97.1558	0.2386	0.2248	0.16309	56	1.0000	0	inf	0.8179	97.0773	97.2094	1.1993	2.87	AlfI:97.89,AloI:96.69,BcgI:96.89,FalI:96.91	710	56	453	14	6.571428571428571	ok	97.1558	uniform
GCA_018691945.1	GCA_902512865.1	98.8636	98.8636	0.1240	0.2100	0.18158	18	1.0000	0	inf	0.9300	99.0063	98.8182	2.0912	1.22	AlfI:97.17,AloI:98.82,BcgI:99.26,FalI:98.98	205	18	131	14	6.833333333333333	ok	98.8636	uniform
GCA_019117185.1	GCA_902834055.1	99.5373	99.6224	0.2321	0.4375	0.04792	22	0.9944	3	0.208	0.9772	99.4234	99.6769	0.1217	0.16	AlfI:99.55,AloI:99.68,BcgI:99.64,FalI:99.63	590	22	575	79	25.227272727272727	ok	99.5373	gamma
GCA_900105215.1	GCF_900105615.1	96.8487	97.4361	0.8522	0.9456	0.04786	28	0.9932	26	1.154	0.8347	96.6703	97.9349	0.0623	0.09	AlfI:97.48,AloI:97.44,BcgI:97.42,FalI:97.42	3961	28	4928	397	137.14285714285714	ok	96.8487	gamma
GCA_900109485.1	GCF_000280495.2	96.1370	96.4364	0.8946	0.8443	0.04307	56	0.9959	24	3.355	0.7547	96.0422	96.8395	0.8262	7.59	AlfI:96.28,AloI:97.11,BcgI:96.44,FalI:96.62	5985	56	8163	581	105.01785714285714	ok	96.1370	gamma
GCA_900109485.1	GCF_001658025.2	96.1941	96.4504	0.8957	0.9376	0.04286	67	0.9942	35	3.817	0.7559	96.0960	96.8111	0.5505	3.36	AlfI:96.44,AloI:96.93,BcgI:96.38,FalI:96.60	6282	67	8168	419	90.14925373134328	ok	96.1941	gamma
GCA_900316555.1	GCF_016680995.1	98.5873	99.2783	0.2526	0.1316	0.05313	64	0.9804	16	0.121	0.9562	98.6280	99.4762	0.5400	2.92	AlfI:99.19,AloI:99.63,BcgI:99.33,FalI:99.09	1039	64	921	54	13.515625	ok	98.5873	gamma
GCA_900317105.1	GCF_011065405.1	96.6860	97.5678	0.5985	0.5234	0.07506	83	0.9958	6	0.739	0.8446	96.6211	98.1669	0.3943	1.49	AlfI:97.46,AloI:97.72,BcgI:97.32,FalI:97.70	1865	83	1932	72	18.10843373493976	ok	96.6860	gamma
GCA_900321255.1	GCA_902775595.1	97.5334	98.1979	0.5338	0.4696	0.04453	201	0.9712	84	0.588	0.8861	97.3943	98.5881	0.1688	0.39	AlfI:98.10,AloI:98.26,BcgI:98.18,FalI:98.27	3311	201	3659	62	15.069651741293532	ok	97.5334	gamma
GCA_900450595.1	GCF_001277805.1	96.1247	97.9883	0.5710	0.7856	0.04710	113	0.9638	109	0.335	0.8722	96.5764	98.7643	0.8582	11.68	AlfI:98.17,AloI:97.63,BcgI:98.14,FalI:97.31	3347	113	3940	195	26.68141592920354	ok	96.1247	gamma
GCA_900450595.1	GCF_002809955.1	96.8671	98.5384	0.6743	0.7921	0.03618	102	0.9735	98	0.227	0.9094	97.2157	99.1096	0.5441	8.16	AlfI:98.62,AloI:98.37,BcgI:98.64,FalI:98.10	4171	102	4560	163	36.36274509803921	ok	96.8671	gamma
GCA_900458895.2	GCF_002901995.1	95.5207	95.9016	0.8017	0.8044	0.10461	47	0.9614	46	3.258	0.7214	95.4614	96.4557	1.5991	7.37	AlfI:95.31,AloI:96.91,BcgI:95.52,FalI:96.27	1269	47	1737	93	25.404255319148938	ok	95.5207	gamma
GCA_900478025.1	GCF_002000985.1	96.7298	97.4714	0.8239	0.8451	0.07433	20	0.9880	19	0.918	0.8395	96.5901	98.0401	0.3416	0.76	AlfI:97.63,AloI:97.62,BcgI:97.29,FalI:97.48	1648	20	2062	294	79.2	ok	96.7298	gamma
GCA_900541125.1	GCA_900544645.1	95.6040	96.5517	0.7503	0.8537	0.06234	109	0.9739	71	1.189	0.7645	95.7063	97.3933	0.8647	6.12	AlfI:96.74,AloI:97.22,BcgI:96.36,FalI:96.91	2866	109	3956	104	25.3302752293578	ok	95.6040	gamma
GCA_900543945.1	GCA_902364645.1	95.5171	96.9310	0.8115	0.7261	0.05866	152	0.9963	10	0.718	0.7941	95.8361	97.8789	0.9867	7.90	AlfI:96.97,AloI:97.76,BcgI:96.77,FalI:97.36	2931	152	4012	82	18.664473684210527	ok	95.5171	gamma
GCA_900543945.1	GCF_003465825.1	95.8087	97.0171	0.7955	0.7347	0.05808	163	0.9944	15	0.783	0.8008	95.9896	97.8707	0.7641	5.47	AlfI:97.05,AloI:97.65,BcgI:96.88,FalI:97.42	2919	163	3925	63	17.32515337423313	ok	95.8087	gamma
GCA_900544385.1	GCA_900547855.1	96.6067	97.2290	0.5744	0.6061	0.06318	183	0.9689	66	1.224	0.8170	96.5016	97.7700	0.5081	2.20	AlfI:97.09,AloI:97.46,BcgI:97.19,FalI:97.60	2536	183	2933	68	12.218579234972678	ok	96.6067	gamma
GCA_900546775.1	GCA_900764955.1	96.7672	97.5384	0.2180	0.5161	0.10110	41	0.9841	12	0.866	0.8399	96.6518	98.1209	1.3205	3.82	AlfI:96.98,AloI:98.30,BcgI:97.56,FalI:98.02	836	41	1015	109	19.146341463414632	ok	96.7672	gamma
GCA_900556425.1	GCA_900756605.1	97.7812	97.9551	0.4480	0.3238	0.06018	218	0.9763	39	2.086	0.8697	97.7338	98.0689	0.3309	1.22	AlfI:97.99,AloI:98.22,BcgI:97.89,FalI:98.20	2319	218	2137	26	8.385321100917432	ok	97.7812	gamma
GCA_900557255.1	GCF_015074785.1	97.6383	97.9426	0.3802	0.3135	0.06367	131	0.9937	10	1.392	0.8699	97.4492	98.1944	0.4769	0.94	AlfI:98.06,AloI:97.59,BcgI:97.96,FalI:97.89	2004	131	2039	53	13.045801526717558	ok	97.6383	gamma
GCA_900557355.1	GCF_000172175.1	98.6344	98.8492	0.2435	0.2916	0.04027	274	0.9967	7	0.571	0.9291	98.6500	98.9187	0.3291	3.51	AlfI:98.91,AloI:98.91,BcgI:98.96,FalI:98.64	3048	274	2608	32	8.795620437956204	ok	98.6344	gamma
GCA_900751995.1	GCF_001487165.1	98.7618	98.8953	0.5767	0.3132	0.05592	34	1.0000	0	1.014	0.9318	98.5529	99.0163	0.2601	1.04	AlfI:98.88,AloI:99.11,BcgI:98.85,FalI:98.85	1270	34	1319	123	35.205882352941174	ok	98.7618	gamma
GCA_900757205.1	GCA_900764955.1	96.6198	97.3690	0.1852	0.4685	0.10838	46	0.9827	12	0.973	0.8275	96.5331	97.9583	0.7941	1.23	AlfI:96.99,AloI:97.78,BcgI:97.41,FalI:97.63	783	46	950	75	15.782608695652174	ok	96.6198	gamma
GCA_900757715.1	GCF_000024945.1	96.4351	97.0396	0.4888	0.5944	0.09921	92	0.9989	1	1.297	0.8071	96.4162	97.5206	0.4548	0.77	AlfI:96.86,AloI:96.75,BcgI:96.96,FalI:97.20	1247	92	1329	34	10.978260869565217	ok	96.4351	gamma
GCA_900759445.1	GCF_000735435.1	99.5488	99.5676	0.5309	0.3314	0.02274	57	0.9962	10	0.973	0.9738	99.4406	99.6008	0.0609	0.53	AlfI:99.53,AloI:99.54,BcgI:99.59,FalI:99.55	2771	57	2773	244	46.94736842105263	ok	99.5488	gamma
GCA_900760795.1	GCF_000012825.1	99.4221	99.5550	0.4126	0.3408	0.03062	61	0.9955	7	0.208	0.9728	99.2738	99.6341	0.1559	1.00	AlfI:99.57,AloI:99.63,BcgI:99.59,FalI:99.48	1781	61	1667	107	26.19672131147541	ok	99.4221	gamma
GCA_900760795.1	GCF_000382445.1	99.7011	99.7011	0.3948	0.3600	0.02251	62	0.9969	6	inf	0.9818	99.6478	99.7153	0.0390	0.16	AlfI:99.68,AloI:99.71,BcgI:99.72,FalI:99.70	2172	62	2010	150	31.693548387096776	ok	99.7011	uniform
GCA_900764695.1	GCA_902363805.1	98.6503	98.9642	0.4345	0.3668	0.06845	41	0.9973	2	0.392	0.9367	98.5176	99.1222	0.4377	1.79	AlfI:98.86,AloI:99.08,BcgI:98.65,FalI:99.08	853	41	853	68	18.878048780487806	ok	98.6503	gamma
GCA_900764695.1	GCF_000153885.1	98.7668	99.0013	0.3064	0.2486	0.07706	33	0.9947	3	0.538	0.9392	98.4964	99.1802	0.7239	2.54	AlfI:98.93,AloI:98.73,BcgI:98.43,FalI:99.16	686	33	660	87	18.151515151515152	ok	98.7668	gamma
GCA_900764955.1	GCA_902363875.1	96.5969	97.4557	0.5646	0.2068	0.09765	42	0.9940	5	0.807	0.8340	96.5815	98.0497	1.2733	3.08	AlfI:96.88,AloI:98.15,BcgI:97.54,FalI:97.66	926	42	1129	142	20.61904761904762	ok	96.5969	gamma
GCA_902510755.1	GCA_902512585.1	99.5003	99.5003	0.3246	0.3597	0.06731	30	0.9858	5	inf	0.9699	99.3637	99.5391	1.0649	2.07	AlfI:99.72,AloI:98.66,BcgI:99.48,FalI:99.52	465	30	391	40	12.533333333333333	ok	99.5003	uniform
GCA_902530595.1	GCA_902581005.1	98.9802	99.2769	0.3718	0.3381	0.07229	31	0.9845	7	0.221	0.9563	98.8786	99.4006	0.3353	0.70	AlfI:99.08,AloI:99.20,BcgI:99.41,FalI:99.28	551	31	513	54	15.387096774193548	ok	98.9802	gamma
GCA_902549785.1	GCA_902562645.1	96.8650	97.3503	0.4774	0.3074	0.22103	21	0.9659	6	1.336	0.8314	96.7529	97.7352	0.7941	0.33	AlfI:97.25,AloI:96.67,BcgI:97.45,FalI:97.46	244	21	242	22	9.095238095238095	ok	96.8650	gamma
GCA_902570525.1	GCA_902595115.1	96.3326	97.0380	0.4719	0.3780	0.24289	15	0.9877	2	1.189	0.8104	96.2727	97.6087	1.8898	2.85	AlfI:98.58,AloI:97.44,BcgI:96.69,FalI:96.85	209	15	233	42	11.733333333333333	ok	96.3326	gamma
GCA_902612325.1	GCA_902616725.1	96.0161	96.8909	0.7198	0.7654	0.16089	17	0.9804	8	1.044	0.7987	96.0434	97.5740	0.5401	0.50	AlfI:96.49,AloI:96.95,BcgI:96.65,FalI:97.03	435	17	566	112	24.529411764705884	ok	96.0161	gamma
GCA_903871865.1	GCA_903894125.1	97.6541	97.8222	0.3856	0.3224	0.04863	400	0.9797	53	2.374	0.8602	97.6247	97.9293	0.5134	1.92	AlfI:97.85,AloI:98.26,BcgI:97.75,FalI:97.88	4223	400	3498	28	7.3925	ok	97.6541	gamma
GCA_904846265.1	GCF_000586475.1	96.6352	97.4046	0.8476	0.8618	0.05500	55	0.9910	25	0.945	0.8318	96.5362	97.9865	1.0657	8.23	AlfI:97.36,AloI:96.60,BcgI:97.66,FalI:96.99	2887	55	3673	160	51.14545454545455	ok	96.6352	gamma
GCA_904846265.1	GCF_001435295.1	96.4590	97.2477	0.8670	0.8636	0.05642	37	0.9975	7	1.014	0.8202	96.3673	97.8773	1.3769	3.77	AlfI:97.33,AloI:95.97,BcgI:97.35,FalI:97.00	2849	37	3744	338	76.16216216216216	ok	96.4590	gamma
GCA_904846265.1	GCF_904846185.1	96.4182	97.1926	0.8274	0.8250	0.05768	58	0.9900	27	1.044	0.8161	96.3629	97.7977	1.5150	6.72	AlfI:97.27,AloI:95.86,BcgI:97.38,FalI:96.79	2849	58	3645	206	47.258620689655174	ok	96.4182	gamma
GCA_905612275.1	GCA_905616385.1	99.5271	99.5271	0.2884	0.2746	0.10578	19	0.9778	3	inf	0.9708	98.9947	99.6948	0.6683	0.85	AlfI:99.00,AloI:99.66,BcgI:99.37,FalI:99.63	197	19	161	21	7.947368421052632	ok	99.5271	uniform
GCA_910589675.1	GCF_000159355.1	97.5137	97.8835	0.4817	0.4674	0.10311	35	0.9955	3	1.224	0.8680	97.2911	98.2062	0.7940	2.39	AlfI:97.78,AloI:97.90,BcgI:97.28,FalI:98.08	754	35	852	77	20.085714285714285	ok	97.5137	gamma
GCF_000007825.1	GCF_000021305.1	95.8023	96.8799	0.9199	0.8924	0.05681	19	0.9945	18	0.918	0.7966	95.8644	97.7200	0.4399	3.81	AlfI:96.87,AloI:96.65,BcgI:96.61,FalI:97.05	4021	19	4590	770	171.26315789473685	ok	95.8023	gamma
GCF_000007825.1	GCF_001595725.1	96.3231	97.3855	0.9170	0.7664	0.05102	22	0.9939	21	0.709	0.8327	96.3533	98.0804	0.4161	1.51	AlfI:97.32,AloI:97.04,BcgI:97.46,FalI:97.43	4146	22	4609	738	156.63636363636363	ok	96.3231	gamma
GCF_000007825.1	GCF_002119445.1	96.6525	97.5181	0.9105	0.8265	0.04955	21	0.9942	20	0.783	0.8420	96.5613	98.1293	0.3044	0.91	AlfI:97.40,AloI:97.70,BcgI:97.46,FalI:97.55	4140	21	4559	729	165.52380952380952	ok	96.6525	gamma
GCF_000007825.1	GCF_002200015.1	97.1789	97.9329	0.8145	0.8045	0.04594	72	0.9793	71	0.650	0.8703	97.0640	98.4009	0.3083	0.89	AlfI:98.00,AloI:97.69,BcgI:97.95,FalI:97.95	4135	72	4243	212	47.666666666666664	ok	97.1789	gamma
GCF_000007825.1	GCF_006384875.1	96.9236	97.8832	0.9140	0.8406	0.04515	17	0.9955	16	0.571	0.8670	96.8374	98.4614	0.3079	1.96	AlfI:98.00,AloI:97.69,BcgI:97.75,FalI:97.95	4142	17	4596	868	210.35294117647058	ok	96.9236	gamma
GCF_000008305.1	GCF_000701525.1	96.2366	96.8864	0.8537	0.8544	0.20396	9	0.9697	8	1.336	0.7997	96.2014	97.4327	2.2422	2.32	AlfI:95.47,AloI:96.08,BcgI:97.71,FalI:97.07	279	9	353	87	29.444444444444443	ok	96.2366	gamma
GCF_000008685.2	GCF_000181875.2	97.5235	97.6876	0.7162	0.8565	0.10022	19	0.9873	11	2.863	0.8562	97.3243	97.9029	1.4385	3.04	AlfI:97.49,AloI:98.00,BcgI:96.56,FalI:97.81	1065	19	998	490	46.10526315789474	ok	97.5235	gamma
GCF_000021305.1	GCF_001595725.1	95.5862	96.7519	0.8733	0.7699	0.05795	19	0.9944	18	0.918	0.7874	95.7103	97.6421	0.4757	1.77	AlfI:96.61,AloI:96.45,BcgI:96.92,FalI:96.76	4167	19	4631	1195	170	ok	95.5862	gamma
GCF_000021305.1	GCF_002119445.1	96.2279	97.3178	0.8694	0.8236	0.05204	23	0.9936	22	0.739	0.8280	96.2345	98.0701	0.2676	0.95	AlfI:97.15,AloI:97.20,BcgI:97.42,FalI:97.34	4338	23	4599	1266	148.52173913043478	ok	96.2279	gamma
GCF_000021305.1	GCF_002200015.1	95.8879	96.9197	0.7591	0.7879	0.05871	66	0.9786	65	0.945	0.7995	95.9180	97.7235	0.3117	1.03	AlfI:97.14,AloI:96.83,BcgI:96.94,FalI:96.86	3972	66	4214	241	46.04545454545455	ok	95.8879	gamma
GCF_000021305.1	GCF_006384875.1	95.5867	96.8137	0.8698	0.8353	0.05749	22	0.9936	21	0.866	0.7919	95.7123	97.7359	0.3094	0.54	AlfI:96.95,AloI:96.64,BcgI:96.81,FalI:96.81	4034	22	4631	1434	148.5	ok	95.5867	gamma
GCF_000022325.1	GCF_000166775.1	95.8237	97.1099	0.8048	0.8517	0.07639	28	0.9848	27	0.709	0.8153	95.9577	97.9614	0.9226	1.74	AlfI:97.17,AloI:96.25,BcgI:97.00,FalI:97.17	1945	28	2370	415	63.392857142857146	ok	95.8237	gamma
GCF_000023245.1	GCF_002354875.1	96.9144	97.8287	0.8868	0.9181	0.02671	69	0.9933	68	0.631	0.8590	96.8469	98.4013	0.1977	3.28	AlfI:97.97,AloI:97.84,BcgI:97.77,FalI:97.77	10544	69	12771	1112	146.8840579710145	ok	96.9144	gamma
GCF_000024945.1	GCF_902810435.1	95.1520	96.6752	0.9549	0.9819	0.09258	6	0.9961	5	0.783	0.7801	95.4511	97.7879	0.5174	1.43	AlfI:96.87,AloI:96.35,BcgI:96.45,FalI:96.82	1349	6	1875	598	214.83333333333334	ok	95.1520	gamma
GCF_000091545.1	GCF_001535545.1	94.3897	96.9084	0.8532	0.9278	0.09709	11	0.9920	9	0.487	0.7973	95.3322	98.2175	0.2800	0.63	AlfI:96.79,AloI:97.05,BcgI:97.07,FalI:96.79	1177	11	1655	300	102.27272727272727	ok	94.3897	gamma
GCF_000146185.1	GCF_009680455.1	96.0024	97.6456	0.8065	0.7983	0.06992	38	0.9788	36	0.441	0.8507	96.3064	98.4834	0.3812	1.29	AlfI:97.49,AloI:97.39,BcgI:97.60,FalI:97.77	1810	38	2250	203	44.71052631578947	ok	96.0024	gamma
GCF_000152265.2	GCF_002078355.1	95.5372	97.7697	0.8643	0.9127	0.09524	10	0.9893	9	0.321	0.8575	96.3157	98.6481	0.5117	0.89	AlfI:97.73,AloI:97.37,BcgI:97.85,FalI:97.88	912	10	1133	210	84.6	ok	95.5372	gamma
GCF_000156195.1	GCF_009193325.2	97.4073	97.9155	0.6018	0.6164	0.04913	98	0.9767	69	0.945	0.8675	97.2042	98.2979	0.3503	2.45	AlfI:97.86,AloI:98.09,BcgI:98.03,FalI:97.74	3189	98	3595	89	30.510204081632654	ok	97.4073	gamma
GCF_000157935.1	GCF_015074785.1	97.1337	97.6779	0.6821	0.6903	0.05043	91	0.9760	73	1.075	0.8512	96.9226	98.1242	0.3572	1.85	AlfI:97.68,AloI:97.44,BcgI:97.80,FalI:97.55	3323	91	3834	168	33.637362637362635	ok	97.1337	gamma
GCF_000160455.2	GCF_900107215.1	96.8830	97.4744	0.8619	0.9293	0.06348	32	0.9858	30	1.075	0.8376	96.7765	97.9236	0.3166	0.56	AlfI:97.40,AloI:97.72,BcgI:97.50,FalI:97.42	2161	32	2694	258	66.15625	ok	96.8830	gamma
GCF_000163295.1	GCF_000311745.1	96.5886	97.2484	0.9045	0.8674	0.09511	11	0.9908	10	1.107	0.8254	96.4781	97.7840	0.9147	2.53	AlfI:97.32,AloI:97.15,BcgI:96.46,FalI:97.37	1141	11	1411	343	98.63636363636364	ok	96.5886	gamma
GCF_000166295.1	GCF_002933295.1	97.3565	98.1232	0.7434	0.7826	0.03680	53	0.9887	52	0.571	0.8806	97.2268	98.5737	0.2650	1.14	AlfI:98.09,AloI:98.26,BcgI:98.13,FalI:97.99	4704	53	5643	349	86.98113207547169	ok	97.3565	gamma
GCF_000166295.1	GCF_900188315.1	95.8982	96.7565	0.7635	0.9150	0.05023	34	0.9920	33	1.224	0.7803	95.8748	97.5475	0.6192	4.42	AlfI:96.93,AloI:97.01,BcgI:96.68,FalI:96.39	4164	34	5760	481	121.02941176470588	ok	95.8982	gamma
GCF_000175635.1	GCF_013408445.1	96.6518	97.3747	0.9219	0.9037	0.05314	32	0.9977	7	0.985	0.8280	96.5673	97.9358	0.6526	5.06	AlfI:97.40,AloI:97.87,BcgI:97.22,FalI:97.65	3091	32	3951	406	94.59375	ok	96.6518	gamma
GCF_000196255.1	GCF_003025615.1	95.8754	96.8972	0.7640	0.7584	0.05005	98	0.9765	95	0.945	0.7950	95.9550	97.6871	0.8172	4.02	AlfI:96.86,AloI:96.30,BcgI:96.80,FalI:97.12	4380	98	5617	279	41.214285714285715	ok	95.8754	gamma
GCF_000227275.1	GCF_000260655.1	97.0536	97.4573	0.7961	0.8111	0.05209	159	0.9507	149	1.520	0.8331	96.9313	97.8032	0.5236	2.75	AlfI:97.39,AloI:97.88,BcgI:97.43,FalI:97.35	3302	159	3819	96	19.08805031446541	ok	97.0536	gamma
GCF_000227275.1	GCF_001815675.1	96.7973	97.2943	0.8849	0.8713	0.05290	75	0.9793	64	1.476	0.8211	96.6104	97.7788	0.4095	1.27	AlfI:97.32,AloI:97.58,BcgI:97.25,FalI:97.17	3273	75	4051	148	41.4	ok	96.7973	gamma
GCF_000227275.1	GCF_014054945.1	96.5142	97.1889	0.9557	0.9491	0.05346	29	0.9943	18	1.224	0.8131	96.3646	97.8064	0.7913	4.41	AlfI:97.37,AloI:97.42,BcgI:97.14,FalI:96.63	3373	29	4220	498	109.55172413793103	ok	96.5142	gamma
GCF_000230735.2	GCF_000337115.1	95.5250	96.7912	0.7581	0.8545	0.05481	55	0.9841	54	0.892	0.7814	95.6695	97.8156	0.7061	3.49	AlfI:96.39,AloI:97.10,BcgI:96.74,FalI:96.82	3608	55	4929	254	61.90909090909091	ok	95.5250	gamma
GCF_000231035.2	GCF_000430445.1	96.2722	97.5142	0.6727	0.7367	0.04118	321	0.9470	261	0.631	0.8365	96.3242	98.3154	1.4105	12.19	AlfI:97.52,AloI:97.63,BcgI:97.59,FalI:96.22	7545	321	6449	136	15.53582554517134	ok	96.2722	gamma
GCF_000235625.1	GCF_002933295.1	97.2609	98.4463	0.7593	0.7958	0.03336	82	0.9920	37	0.303	0.9025	97.3482	98.9373	0.0584	0.09	AlfI:98.43,AloI:98.47,BcgI:98.46,FalI:98.41	4774	82	5649	312	56.86585365853659	ok	97.2609	gamma
GCF_000245735.1	GCF_000280055.1	95.6688	97.3131	0.7168	0.7668	0.05419	93	0.9846	45	0.554	0.8233	96.0122	98.2679	0.6419	3.63	AlfI:97.27,AloI:97.31,BcgI:97.47,FalI:96.83	3169	93	4101	123	31.989247311827956	ok	95.6688	gamma
GCF_000260655.1	GCF_001815675.1	96.9345	97.4024	0.7900	0.7653	0.05283	169	0.9919	23	1.434	0.8291	96.7681	97.8323	0.4723	1.71	AlfI:97.39,AloI:97.75,BcgI:97.37,FalI:97.27	3253	169	3849	111	17.733727810650887	ok	96.9345	gamma
GCF_000260655.1	GCF_014054945.1	96.9952	97.4897	0.8256	0.7818	0.05110	157	0.9976	7	1.297	0.8355	96.8253	97.9233	0.5860	2.60	AlfI:97.49,AloI:97.88,BcgI:97.45,FalI:97.29	3392	157	3966	111	19.866242038216562	ok	96.9952	gamma
GCF_000272405.2	GCF_900089855.1	97.1997	98.0073	0.6935	0.7435	0.04168	210	0.9885	43	0.571	0.8750	97.1356	98.4637	0.2321	1.30	AlfI:97.86,AloI:98.01,BcgI:98.09,FalI:97.98	4195	210	4825	104	18.676190476190477	ok	97.1997	gamma
GCF_000275725.1	GCF_014651775.1	96.5141	97.2982	0.8526	0.8358	0.04373	101	0.9878	55	0.973	0.8217	96.4563	97.9052	0.2238	0.76	AlfI:97.30,AloI:97.48,BcgI:97.25,FalI:97.42	4717	101	6009	363	45.16831683168317	ok	96.5141	gamma
GCF_000280495.2	GCF_001658025.2	96.0114	96.4097	0.8440	0.9676	0.04280	28	0.9955	27	2.701	0.7526	95.9049	96.9313	0.3166	1.22	AlfI:96.38,AloI:96.69,BcgI:96.38,FalI:96.53	6108	28	8443	739	212.89285714285714	ok	96.0114	gamma
GCF_000284075.1	GCF_001951015.1	96.8895	97.4074	0.9304	0.9504	0.11252	9	0.9886	8	1.260	0.8351	96.7414	97.8522	0.5519	0.44	AlfI:97.10,AloI:97.66,BcgI:97.37,FalI:97.48	834	9	903	377	78.33333333333333	ok	96.8895	gamma
GCF_000308475.2	GCF_001613425.1	96.5686	96.9532	0.9262	0.9056	0.02596	164	0.9955	64	2.148	0.7942	96.4486	97.3751	0.7551	15.36	AlfI:96.95,AloI:97.27,BcgI:96.88,FalI:97.63	14561	164	18845	624	86.71341463414635	ok	96.5686	gamma
GCF_000308575.1	GCF_001612985.1	97.6129	97.8503	0.8575	0.8341	0.02504	204	0.9913	95	1.968	0.8612	97.3891	98.1027	0.2116	1.24	AlfI:97.91,AloI:97.77,BcgI:97.83,FalI:97.98	11572	204	13398	458	54.3235294117647	ok	97.6129	gamma
GCF_000312025.1	GCF_001517665.2	96.8090	97.6782	0.8450	0.8918	0.08501	17	0.9897	12	0.689	0.8555	96.7097	98.2454	0.4665	0.51	AlfI:97.36,AloI:97.83,BcgI:97.47,FalI:97.71	1208	17	1478	285	69.05882352941177	ok	96.8090	gamma
GCF_000316035.1	GCF_017874615.1	96.0094	96.8729	0.8793	0.8728	0.04325	111	0.9913	47	1.140	0.7911	95.9804	97.6262	0.3936	4.19	AlfI:97.05,AloI:97.10,BcgI:96.79,FalI:96.70	5637	111	7556	279	49.06306306306306	ok	96.0094	gamma
GCF_000336775.1	GCF_000336815.1	96.9205	97.7423	0.8581	0.8760	0.04571	46	0.9936	23	0.739	0.8522	96.7949	98.3186	0.3778	1.91	AlfI:97.55,AloI:97.90,BcgI:97.69,FalI:97.93	3728	46	4609	384	78.26086956521739	ok	96.9205	gamma
GCF_000337795.1	GCF_000337835.1	96.7908	97.7401	0.8522	0.8716	0.04744	47	0.9913	29	0.650	0.8522	96.7453	98.3422	0.1859	0.39	AlfI:97.86,AloI:97.67,BcgI:97.74,FalI:97.83	3438	47	4293	239	70.97872340425532	ok	96.7908	gamma
