query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCF_016415625.1	GCF_000262305.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Shimwellia	g__Shimwellia	s__Shimwellia pseudoproteus	s__Shimwellia blattae
GCF_000316645.1	GCF_014697105.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp000316645	s__Trichormus subtropica
GCF_013393945.1	GCF_014696625.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp013393945	s__Trichormus parmelioides
GCF_014697105.1	GCF_002896875.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus subtropica	s__Trichormus sp002896875
GCF_013393945.1	GCF_002896875.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp013393945	s__Trichormus sp002896875
GCF_009856605.1	GCF_000009705.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus variabilis	s__Trichormus sp000009705
GCF_003336205.1	GCA_015478785.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp015478785
GCF_014041915.1	GCA_002319955.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium sp014041915	s__Planobacterium sp002319955
GCF_003336205.1	GCF_008831505.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp008831505
GCF_003336205.1	GCF_015354315.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp015354315
GCF_014041915.1	GCF_015354315.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium sp014041915	s__Planobacterium sp015354315
GCA_015660155.1	GCA_014382585.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp015660155	s__JACNJL01 sp014382585
GCA_014382585.1	GCA_014239365.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp014382585	s__JACNJL01 sp014239365
GCF_900101475.1	GCF_010500245.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Ruegeria_B	g__Ruegeria_B	s__Ruegeria_B marina	s__Ruegeria_B sp010500245
GCF_900101475.1	GCF_000011965.2	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Ruegeria_B	g__Ruegeria_B	s__Ruegeria_B marina	s__Ruegeria_B pomeroyi
GCF_012972675.1	GCF_009827545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter rizhaonensis	s__Pontixanthobacter gangjinensis
GCF_009828095.1	GCF_012972675.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter luteolus	s__Pontixanthobacter rizhaonensis
GCF_012972675.1	GCF_009827455.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter rizhaonensis	s__Pontixanthobacter aestiaquae
GCF_009827545.1	GCF_009827455.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter gangjinensis	s__Pontixanthobacter aestiaquae
GCF_009828095.1	GCF_017812015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter luteolus	s__Pontixanthobacter sp017812015
GCA_003246795.1	GCA_016792785.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp003246795	s__SZUA-430 sp016792785
GCA_016792785.1	GCA_016792645.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp016792785	s__SZUA-430 sp016792645
GCA_902826695.1	GCA_017983635.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp902826695	s__SZUA-430 sp017983635
GCA_003246795.1	GCA_013140995.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp003246795	s__SZUA-430 sp013140995
GCA_002305315.1	GCA_017467985.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha stercoravium	s__Faecimorpha sp017467985
GCA_002305315.1	GCA_900764045.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha stercoravium	s__Faecimorpha sp900764045
GCA_017467985.1	GCA_900764045.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha sp017467985	s__Faecimorpha sp900764045
GCA_018302785.1	GCA_018302805.1	mid_high	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JAGVZF01	g__JAGVZF01	s__JAGVZF01 sp018302785	s__JAGVZF01 sp018302805
GCA_002011425.1	GCA_002010365.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002011425	s__UBA3571 sp002010365
GCA_013151115.1	GCA_002011425.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp013151115	s__UBA3571 sp002011425
GCA_002010365.1	GCA_013151115.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002010365	s__UBA3571 sp013151115
GCA_013151115.1	GCA_002375995.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp013151115	s__UBA3571 sp002375995
GCA_002375995.1	GCA_002011425.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002375995	s__UBA3571 sp002011425
GCF_012848855.1	GCF_000689395.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pyruvatibacter	g__Pyruvatibacter	s__Pyruvatibacter mobilis	s__Pyruvatibacter ectocarpi
GCA_003485715.1	GCA_002299125.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7966	g__UBA7966	s__UBA7966 sp003485715	s__UBA7966 sp002299125
GCA_017450695.1	GCA_017544725.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__RGIG6996	g__RGIG6996	s__RGIG6996 sp017450695	s__RGIG6996 sp017544725
GCA_015485585.1	GCA_015489555.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__S139-149	g__S139-149	s__S139-149 sp015485585	s__S139-149 sp015489555
GCF_000264455.2	GCF_014636235.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tistrella	g__Tistrella	s__Tistrella mobilis	s__Tistrella bauzanensis
GCA_018660965.1	GCA_016764135.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JABJJH01	g__JABJJH01	s__JABJJH01 sp018660965	s__JABJJH01 sp016764135
GCF_000787815.1	GCF_014084125.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus neutrinimicus	s__Streptacidiphilus sp014084125
GCF_015690355.1	GCF_000719095.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus fuscans	s__Streptacidiphilus jeojiense
GCF_000744655.1	GCF_000787835.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus rugosus	s__Streptacidiphilus melanogenes
GCF_000744655.1	GCA_014284505.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus rugosus	s__Streptacidiphilus sp014284505
GCF_000787815.1	GCA_014284505.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus neutrinimicus	s__Streptacidiphilus sp014284505
GCF_000820705.1	GCF_900142075.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_AA	g__Clostridium_AA	s__Clostridium_AA polynesiense	s__Clostridium_AA amylolyticum
GCF_000331225.1	GCA_002280855.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus sp000331225	s__Sandarakinorhabdus sp002280855
GCF_009733735.1	GCF_000331225.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus oryzae	s__Sandarakinorhabdus sp000331225
GCF_010994245.1	GCF_009733735.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus rubra	s__Sandarakinorhabdus oryzae
GCF_000331225.1	GCF_002251755.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus sp000331225	s__Sandarakinorhabdus cyanobacteriorum
GCA_003164335.1	GCA_903888815.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__BOG-1184	g__BOG-1184	s__BOG-1184 sp003164335	s__BOG-1184 sp903888815
GCF_001548395.1	GCA_003695655.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__O-77	g__O-77	s__O-77 sp001548395	s__O-77 sp003695655
GCF_013177315.1	GCF_001548395.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__O-77	g__O-77	s__O-77 sp013177315	s__O-77 sp001548395
GCA_018061025.1	GCA_018061485.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JAGOUA01	g__JAGOUA01	s__JAGOUA01 sp018061025	s__JAGOUA01 sp018061485
GCF_001832905.1	GCF_001832885.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Floricoccus	g__Floricoccus	s__Floricoccus tropicus	s__Floricoccus penangensis
GCA_016882345.1	GCA_016882555.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp016882555
GCA_016882345.1	GCA_018970945.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp018970945
GCA_010027605.1	GCA_016882555.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp010027605	s__RGUW01 sp016882555
GCA_016882345.1	GCA_010027605.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp010027605
GCA_903928565.1	GCA_001822095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903928565	s__XYD1-FULL-39-28 sp001822095
GCA_903839895.1	GCA_001822095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903839895	s__XYD1-FULL-39-28 sp001822095
GCA_001822065.1	GCA_903831095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp001822065	s__XYD1-FULL-39-28 sp903831095
GCA_903923535.1	GCA_903928565.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903923535	s__XYD1-FULL-39-28 sp903928565
GCA_903835075.1	GCA_903845295.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903835075	s__XYD1-FULL-39-28 sp903845295
GCF_000010985.1	GCF_008362905.1	mid_high	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Deferribacter	g__Deferribacter	s__Deferribacter desulfuricans	s__Deferribacter autotrophicus
GCA_900539665.1	GCA_000222855.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__WG-1	g__WG-1	s__WG-1 sp900539665	s__WG-1 sp000222855
GCA_900540345.1	GCA_900539675.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAG-1427	g__CAG-1427	s__CAG-1427 sp900540345	s__CAG-1427 sp900539675
GCA_000435675.1	GCA_900753095.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAG-1427	g__CAG-1427	s__CAG-1427 sp000435675	s__CAG-1427 sp900753095
GCA_905214325.1	GCA_000435475.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAG-1427	g__CAG-1427	s__CAG-1427 sp905214325	s__CAG-1427 sp000435475
GCA_900548955.1	GCA_900753095.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAG-1427	g__CAG-1427	s__CAG-1427 sp900548955	s__CAG-1427 sp900753095
GCA_000435475.1	GCA_900542265.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__CAG-1427	g__CAG-1427	s__CAG-1427 sp000435475	s__CAG-1427 sp900542265
GCA_018982925.1	GCF_007097155.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Glacieibacterium	g__Glacieibacterium	s__Glacieibacterium sp018982925	s__Glacieibacterium frigidum
GCA_003154335.1	GCA_002839605.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoregula	g__Methanoregula	s__Methanoregula sp003154335	s__Methanoregula sp002839605
GCA_003136075.1	GCF_000017625.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoregula	g__Methanoregula	s__Methanoregula sp003136075	s__Methanoregula boonei
GCA_002839675.1	GCA_002067035.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoregula	g__Methanoregula	s__Methanoregula sp002839675	s__Methanoregula sp002067035
GCF_000017625.1	GCA_003157895.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoregula	g__Methanoregula	s__Methanoregula boonei	s__Methanoregula sp003157895
GCF_000017625.1	GCA_002495065.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Methanoregula	g__Methanoregula	s__Methanoregula boonei	s__Methanoregula sp002495065
GCA_016789305.1	GCA_016789345.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__OLB14	g__OLB14	s__OLB14 sp016789305	s__OLB14 sp016789345
GCA_016715195.1	GCA_002343775.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__OLB14	g__OLB14	s__OLB14 sp016715195	s__OLB14 sp002343775
GCA_016789345.1	GCA_016191985.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__OLB14	g__OLB14	s__OLB14 sp016789345	s__OLB14 sp016191985
GCA_016709305.1	GCA_014860745.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__OLB14	g__OLB14	s__OLB14 sp016709305	s__OLB14 sp014860745
GCA_017303735.1	GCA_009885525.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__OLB14	g__OLB14	s__OLB14 sp017303735	s__OLB14 sp009885525
GCA_017539125.1	GCA_017934115.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__RUG11864	g__RUG11864	s__RUG11864 sp017539125	s__RUG11864 sp017934115
GCA_017539125.1	GCA_902773415.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__RUG11864	g__RUG11864	s__RUG11864 sp017539125	s__RUG11864 sp902773415
GCA_017471765.1	GCA_017398485.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp017471765	s__UBA5905 sp017398485
GCA_002437905.1	GCA_015066365.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp002437905	s__UBA5905 sp015066365
GCA_015066065.1	GCA_017440755.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp015066065	s__UBA5905 sp017440755
GCA_017423825.1	GCA_017520705.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp017423825	s__UBA5905 sp017520705
GCF_900143535.1	GCA_905480645.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tateyamaria	g__Tateyamaria	s__Tateyamaria sp900143535	s__Tateyamaria sp003445215
GCF_001969365.1	GCF_000814025.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tateyamaria	g__Tateyamaria	s__Tateyamaria omphalii_A	s__Tateyamaria sp000814025
GCA_018668195.1	GCF_001969365.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tateyamaria	g__Tateyamaria	s__Tateyamaria sp018668195	s__Tateyamaria omphalii_A
GCA_905480645.1	GCF_007995245.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tateyamaria	g__Tateyamaria	s__Tateyamaria sp003445215	s__Tateyamaria sp007995245
GCF_007995245.1	GCF_001969365.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tateyamaria	g__Tateyamaria	s__Tateyamaria sp007995245	s__Tateyamaria omphalii_A
GCA_017619295.1	GCA_017614185.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__G11	g__G11	s__G11 sp017619295	s__G11 sp017614185
GCA_900103495.1	GCA_017619295.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__G11	g__G11	s__G11 sp900103495	s__G11 sp017619295
GCF_002860355.1	GCF_002802905.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Galliscardovia	g__Galliscardovia	s__Galliscardovia margollesii	s__Galliscardovia simiarum
GCF_003129925.1	GCF_003952005.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Galliscardovia	g__Galliscardovia	s__Galliscardovia catulorum	s__Galliscardovia callimiconis
GCF_003952005.1	GCF_002802905.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Galliscardovia	g__Galliscardovia	s__Galliscardovia callimiconis	s__Galliscardovia simiarum
GCF_010667655.1	GCF_003952005.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Galliscardovia	g__Galliscardovia	s__Galliscardovia saimiriisciurei	s__Galliscardovia callimiconis
GCF_003952005.1	GCF_002860355.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Galliscardovia	g__Galliscardovia	s__Galliscardovia callimiconis	s__Galliscardovia margollesii
GCA_016794035.1	GCA_016794565.1	mid_high	d__Bacteria	d__Bacteria	p__Planctomycetota	p__Planctomycetota	g__JAEUHS01	g__JAEUHS01	s__JAEUHS01 sp016794035	s__JAEUHS01 sp016794565
GCA_016794035.1	GCA_016794425.1	mid_high	d__Bacteria	d__Bacteria	p__Planctomycetota	p__Planctomycetota	g__JAEUHS01	g__JAEUHS01	s__JAEUHS01 sp016794035	s__JAEUHS01 sp016794425
GCA_016716715.1	GCA_003152095.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Fen-183	g__Fen-183	s__Fen-183 sp016716715	s__Fen-183 sp003152095
GCA_017436905.1	GCA_017502845.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SIG455	g__SIG455	s__SIG455 sp017436905	s__SIG455 sp017502845
GCA_015068565.1	GCA_017502845.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SIG455	g__SIG455	s__SIG455 sp015068565	s__SIG455 sp017502845
GCA_013821475.1	GCA_005885405.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__VAYN01	g__VAYN01	s__VAYN01 sp013821475	s__VAYN01 sp005885405
GCA_016649905.1	GCA_018268415.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__VAYN01	g__VAYN01	s__VAYN01 sp016649905	s__VAYN01 sp018268415
GCA_018268675.1	GCA_017882505.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__VAYN01	g__VAYN01	s__VAYN01 sp018268675	s__VAYN01 sp017882505
GCA_018268675.1	GCA_016649905.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__VAYN01	g__VAYN01	s__VAYN01 sp018268675	s__VAYN01 sp016649905
GCA_013821475.1	GCA_018268655.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__VAYN01	g__VAYN01	s__VAYN01 sp013821475	s__VAYN01 sp018268655
GCF_000020965.1	GCF_000021645.1	mid_high	d__Bacteria	d__Bacteria	p__Dictyoglomota	p__Dictyoglomota	g__Dictyoglomus	g__Dictyoglomus	s__Dictyoglomus thermophilum	s__Dictyoglomus turgidum
GCA_001769535.1	GCA_016936815.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__GWF2-38-335	g__GWF2-38-335	s__GWF2-38-335 sp001769535	s__GWF2-38-335 sp016936815
GCA_002501855.1	GCA_003176995.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA10452	g__UBA10452	s__UBA10452 sp002501855	s__UBA10452 sp003176995
GCF_009898475.1	GCA_003176995.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA10452	g__UBA10452	s__UBA10452 sp009898475	s__UBA10452 sp003176995
GCA_003176995.1	GCA_009665115.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA10452	g__UBA10452	s__UBA10452 sp003176995	s__UBA10452 sp009665115
GCA_009665115.1	GCA_002501855.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA10452	g__UBA10452	s__UBA10452 sp009665115	s__UBA10452 sp002501855
GCA_903878265.1	GCA_903913645.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA4417	g__UBA4417	s__UBA4417 sp903878265	s__UBA4417 sp903913645
GCA_015657475.1	GCA_903879715.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA4417	g__UBA4417	s__UBA4417 sp015657475	s__UBA4417 sp903879715
GCA_903878265.1	GCA_903917425.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA4417	g__UBA4417	s__UBA4417 sp903878265	s__UBA4417 sp903917425
GCA_903887815.1	GCA_016707705.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA4417	g__UBA4417	s__UBA4417 sp903887815	s__UBA4417 sp016707705
GCA_903822525.1	GCA_016707705.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA4417	g__UBA4417	s__UBA4417 sp903822525	s__UBA4417 sp016707705
GCF_000375465.1	GCF_001650905.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Balneola	g__Balneola	s__Balneola vulgaris	s__Balneola sp001650905
GCA_006969905.1	GCF_000375465.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Balneola	g__Balneola	s__Balneola sp006969905	s__Balneola vulgaris
GCF_001650905.1	GCA_017643645.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Balneola	g__Balneola	s__Balneola sp001650905	s__Balneola sp017643645
GCA_017643645.1	GCA_017640785.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Balneola	g__Balneola	s__Balneola sp017643645	s__Balneola sp017640785
GCF_000876205.1	GCF_005405445.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Paucilactobacillus	g__Paucilactobacillus	s__Paucilactobacillus wasatchensis	s__Paucilactobacillus nenjiangensis
GCF_005405145.1	GCF_000876205.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Paucilactobacillus	g__Paucilactobacillus	s__Paucilactobacillus kaifaensis	s__Paucilactobacillus wasatchensis
