pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	skani_ani	skani_align_frac	fastani_ani	fastani_mapped	fastani_total
GCA_014841765.1__GCA_014841995.1	GCA_014841765.1	GCA_014841995.1	97-100	train	98.41	strict		JACYUN010000001.1	JACYUX010000001.1	98.7152	98.8935	0.9412	0.9675	0.01743	98.2246	31	0.9979	24	0.709	0.9323	98.6147	98.9854	0.1021	0.66	AlfI:98.90,AloI:98.98,BcgI:98.88,FalI:98.94	11774	31	12761	1753	376.032	ok	98.7152	gamma	98.6766	98.57	94.83	98.3908	1645	1733
GCA_014841765.1__GCA_014842315.1	GCA_014841765.1	GCA_014842315.1	97-100	train	98.37	strict		JACYUN010000001.1	JACYVK010000001.1	98.6303	98.8085	0.9432	0.9509	0.01812	98.1073	44	0.9968	37	0.841	0.9269	98.4927	98.9165	0.2007	3.64	AlfI:98.89,AloI:98.87,BcgI:98.77,FalI:98.69	11735	44	12828	1612	263.955	ok	98.6303	gamma	98.5562	98.46	92.76	98.2517	1658	1733
GCA_014841995.1__GCA_014842315.1	GCA_014841995.1	GCA_014842315.1	97-100	train	98.35	strict		JACYUX010000001.1	JACYVK010000001.1	98.6545	98.8223	0.9392	0.9296	0.01808	98.0682	39	0.9973	31	0.841	0.9278	98.5496	98.9148	0.1967	1.11	AlfI:98.84,AloI:98.93,BcgI:98.81,FalI:98.74	11656	39	12687	1915	295.846	ok	98.6545	gamma	98.6127	98.47	91.69	98.2511	1639	1714
GCA_014846275.1__GCA_900759975.1	GCA_014846275.1	GCA_900759975.1	97-100	test	98.58	strict		RKBD01000006.1	CAAEXG010000001.1	98.1862	98.8711	0.7023	0.6862	0.09047	97.6762	44	0.9832	7	0.274	0.9317	98.0185	99.1956	0.7943	1.37	AlfI:98.94,AloI:98.42,BcgI:98.16,FalI:98.95	546	44	573	27	10.3182	ok	98.1862	gamma	98.3594	98.15	78.07	97.9541	339	416
GCA_014846755.1__GCA_900767755.1	GCA_014846755.1	GCA_900767755.1	97-100	train	98.36	strict		RKCD01000035.1	CAAGAI010000001.1	98.4306	98.8059	0.931	0.8127	0.04199	98.4289	44	0.9973	6	0.502	0.9267	98.1766	99.0361	0.0987	0.37	AlfI:98.75,AloI:98.82,BcgI:98.85,FalI:98.76	2323	44	2566	271	51.3409	ok	98.4306	gamma	98.3288	98.56	81.52	98.4353	535	566
GCA_014847325.1__GCA_900767785.1	GCA_014847325.1	GCA_900767785.1	97-100	train	97.15	strict		RKDL01000085.1	CAAGAK010000001.1	97.6211	97.9248	0.7151	0.6603	0.05826	96.8294	177	0.9837	29	1.476	0.8674	97.3939	98.2109	0.3106	1.89	AlfI:98.04,AloI:97.85,BcgI:97.75,FalI:98.06	2215	177	2477	41	10.904	ok	97.6211	gamma	97.5645	97	74.57	96.7044	474	570
GCA_014847495.1__GCA_905213865.1	GCA_014847495.1	GCA_905213865.1	97-100	train	97.48	strict		RKDT01000099.1	CAJMJX010000001.1	98.0988	98.2143	0.8527	0.671	0.04368	97.4185	151	0.9847	45	2.516	0.8881	97.9651	98.3249	0.1991	0.35	AlfI:98.19,AloI:98.10,BcgI:98.21,FalI:98.29	3208	151	3526	96	20.1788	ok	98.0988	gamma	98.0982	97.46	68.71	97.3832	599	658
GCA_014847525.1__GCA_900086605.1	GCA_014847525.1	GCA_900086605.1	97-100	train	98.33	strict		RKDW01000142.1	LT571453.1	98.7328	98.9176	0.713	0.3606	0.04398	97.0792	146	0.9994	1	0.689	0.9335	98.5607	99.041	0.1658	0.42	AlfI:98.94,AloI:98.79,BcgI:98.91,FalI:98.95	2004	146	2095	72	11.7534	ok	98.7328	gamma	98.7172	98.66	39.92	98.2551	518	590
GCA_014847595.1__GCA_016775195.1	GCA_014847595.1	GCA_016775195.1	97-100	test	98.19	strict		RKDY01000048.1	JAEUGO010000001.1	98.5865	98.7706	0.8626	0.6984	0.033	97.9899	127	0.9826	62	0.855	0.9246	98.4492	98.8819	0.6339	5.9	AlfI:98.95,AloI:98.32,BcgI:98.71,FalI:98.72	3715	127	4038	231	28.6457	ok	98.5865	gamma	98.5635	98.1	70.13	98.0243	553	696
GCA_014847725.1__GCA_016297315.1	GCA_014847725.1	GCA_016297315.1	97-100	train	98.88	strict		RKEF01000044.1	JAEDGV010000104.1	99.2994	99.3128	0.6424	0.7884	0.02783	98.4204	192	0.9505	141	2.305	0.958	99.3583	99.2999	0.1289	0.72	AlfI:99.31,AloI:99.32,BcgI:99.34,FalI:99.21	3025	192	3013	107	15.099	ok	99.2994	gamma	99.4503	98.8	91.27	98.2792	443	735
GCA_014848515.1__GCA_905202465.1	GCA_014848515.1	GCA_905202465.1	97-100	train	98.27	strict		RKGE01000060.1	CAJKSD010000001.1	98.5529	98.8188	0.8144	0.8646	0.04031	98.3829	96	0.9859	33	0.623	0.9277	98.3395	98.9908	0.2061	2.02	AlfI:98.91,AloI:98.71,BcgI:98.70,FalI:98.90	2514	96	2717	108	25.0521	ok	98.5529	gamma	98.4832	98.18	87.74	98.0732	761	880
GCA_014863965.1__GCA_900542415.1	GCA_014863965.1	GCA_900542415.1	97-100	train	98.18	strict		WHBW01000001.1	UQND01000001.1	98.2848	98.638	0.9066	0.8083	0.04671	98.2325	57	0.9912	18	0.605	0.9162	98.0999	98.8471	0.2925	2.43	AlfI:98.71,AloI:98.79,BcgI:98.50,FalI:98.77	2154	57	2378	109	36.5789	ok	98.2848	gamma	98.26	98.14	82.19	98.0736	557	594
GCA_014864025.1__GCA_900542415.1	GCA_014864025.1	GCA_900542415.1	97-100	train	98.45	strict		WHBV01000001.1	UQND01000001.1	98.6517	98.8838	0.7654	0.7121	0.04277	98.0435	146	0.9983	3	0.605	0.9319	98.4772	99.0244	0.1584	0.71	AlfI:98.81,AloI:98.97,BcgI:98.86,FalI:98.97	2104	146	2250	54	13.2055	ok	98.6517	gamma	98.6305	98.39	80.38	98.2986	471	516
GCA_014864955.1__GCA_900540585.1	GCA_014864955.1	GCA_900540585.1	97-100	train	97.29	strict		WGZZ01000001.1	UQGK01000001.1	97.7753	98.3466	0.6159	0.5125	0.06621	96.617	126	1	0	0.554	0.8976	97.616	98.6801	0.5673	3.48	AlfI:98.02,AloI:98.59,BcgI:98.13,FalI:98.50	1396	126	1565	29	7.06349	ok	97.7753	gamma	97.8311	97.36	67.02	97.1661	357	391
GCA_014866525.1__GCA_014866585.1	GCA_014866525.1	GCA_014866585.1	97-100	train	97.41	strict		WGWS01000001.1	WGWQ01000001.1	97.7961	98.065	0.8487	0.9006	0.03493	97.602	120	0.9931	35	1.434	0.8767	97.6031	98.2925	0.4247	3.94	AlfI:98.20,AloI:98.17,BcgI:98.01,FalI:97.77	5793	120	6141	333	43.0417	ok	97.7961	gamma	97.7077	97.38	88.75	97.3992	782	924
GCA_014866735.1__GCA_900762975.1	GCA_014866735.1	GCA_900762975.1	97-100	test	98.32	strict		WGWI01000001.1	CAAFIO010000001.1	98.7049	98.7938	0.6323	0.6615	0.03376	97.6568	311	0.9783	65	1.631	0.9255	98.5628	98.8744	0.2282	0.94	AlfI:98.84,AloI:98.87,BcgI:98.78,FalI:98.64	3711	311	3777	38	10.4341	ok	98.7049	gamma	98.6779	98.01	81.65	97.7758	498	654
GCA_014868885.1__GCA_014869095.1	GCA_014868885.1	GCA_014869095.1	97-100	test	97.68	strict		WHEN01000001.1	WHED01000001.1	98.3162	98.5279	0.7582	0.6932	0.03416	97.4836	162	0.9904	38	1.107	0.9084	98.1179	98.6908	0.1588	1.17	AlfI:98.59,AloI:98.54,BcgI:98.47,FalI:98.43	4281	162	4688	231	25.1296	ok	98.3162	gamma	98.2305	97.58	70.39	97.1402	600	719
GCA_014869255.1__GCA_018379115.1	GCA_014869255.1	GCA_018379115.1	97-100	test	98.02	strict		WHDU01000001.1	JAGZWE010000019.1	98.1383	98.4839	0.7819	0.8533	0.03843	97.8718	106	0.9927	24	0.761	0.9054	97.9369	98.7091	0.2375	1.59	AlfI:98.59,AloI:98.60,BcgI:98.44,FalI:98.37	3619	106	3890	120	31.6604	ok	98.1383	gamma	98.0638	97.65	86.21	97.8229	592	740
GCA_014870385.1__GCA_905211415.1	GCA_014870385.1	GCA_905211415.1	97-100	train	98.27	strict		WGVU01000001.1	CAJMAH010000001.1	98.4085	98.6496	0.6373	0.6483	0.09587	97.3063	55	0.9738	12	0.807	0.9184	98.1877	98.8338	1.7008	2.55	AlfI:97.53,AloI:99.24,BcgI:97.88,FalI:98.70	584	55	606	21	9.10909	ok	98.4085	gamma	98.5103	98.04	81.56	97.726	268	343
GCA_014870395.1__GCA_018053635.1	GCA_014870395.1	GCA_018053635.1	97-100	train	99.14	strict		WGVV01000001.1	JAGPLA010000123.1	99.3252	99.3724	0.2408	0.3204	0.09233	96.2465	22	1	0	0.355	0.9622	99.5759	99.3105	0.6402	0.34	AlfI:99.33,AloI:99.59,BcgI:98.95,FalI:99.38	361	22	274	12	5.45455	ok	99.3252	gamma	99.8005	98.99	82.29	97.5015	152	264
GCA_014872345.1__GCA_905193295.1	GCA_014872345.1	GCA_905193295.1	97-100	train	99.04	strict		WHHY01000001.1	CAJJOC010000001.1	99.2862	99.4075	0.7762	0.6664	0.03015	98.5484	207	0.9994	1	0.345	0.964	99.1536	99.4783	0.2448	1.73	AlfI:99.36,AloI:99.59,BcgI:99.41,FalI:99.34	2154	207	2228	32	8.95169	ok	99.2862	gamma	99.2747	98.97	78.7	99.0217	334	347
GCA_014872635.1__GCA_905212425.1	GCA_014872635.1	GCA_905212425.1	97-100	train	97.36	strict		WHHK01000001.1	CAJMED010000001.1	97.6303	98.1027	0.7457	0.7674	0.05642	97.283	136	0.9947	9	0.831	0.8799	97.4715	98.414	0.2373	0.66	AlfI:98.13,AloI:98.14,BcgI:98.02,FalI:98.26	2023	136	2344	44	13.375	ok	97.6303	gamma	97.6431	97.46	86.05	97.5442	501	578
GCA_015059695.1__GCA_017507635.1	GCA_015059695.1	GCA_017507635.1	97-100	train	97.22	strict		SUZY01000003.1	JAFWAP010000120.1	97.9015	97.9651	0.6306	0.726	0.04499	96.9637	288	0.9189	266	4.943	0.8707	97.8833	98.0071	0.4351	3.86	AlfI:97.98,AloI:97.98,BcgI:97.88,FalI:98.32	3593	288	3762	46	11.4583	ok	97.9015	gamma	98.0128	97.16	87.73	96.666	410	739
GCA_015059695.1__GCA_017531965.1	GCA_015059695.1	GCA_017531965.1	97-100	train	97.24	strict		SUZY01000003.1	JAFXKA010000100.1	97.9251	97.9953	0.6731	0.7834	0.0435	97.2339	293	0.9227	271	4.344	0.8728	97.9248	98.0302	0.3726	2.8	AlfI:97.91,AloI:98.15,BcgI:97.96,FalI:98.28	3807	293	3951	49	12.0375	ok	97.9251	gamma	98.0506	97.16	91.78	96.8064	434	739
GCA_015062785.1__GCF_900103565.1	GCA_015062785.1	GCF_900103565.1	97-100	train	98.11	strict		SUTZ01000029.1	NZ_FNHU01000038.1	98.3189	99.0935	0.8807	0.801	0.02761	98.4434	99	0.9936	24	0.178	0.9446	98.2717	99.3616	0.1928	0.64	AlfI:99.10,AloI:98.96,BcgI:99.10,FalI:99.15	3932	99	4321	148	38.7172	ok	98.3189	gamma	98.3856	98.29	79.14	98.0509	871	933
GCA_015228835.1__GCA_015231415.1	GCA_015228835.1	GCA_015231415.1	97-100	train	97.77	strict		JADGCT010000098.1	JADGBQ010000186.1	98.3194	98.5932	0.669	0.5559	0.0533	97.1961	172	0.9935	8	0.739	0.9141	98.1916	98.7532	0.424	1.68	AlfI:98.47,AloI:98.89,BcgI:98.47,FalI:98.67	1849	172	1941	27	8.14535	ok	98.3194	gamma	98.3692	97.9	70.71	97.805	599	666
GCA_015228835.1__GCA_015231655.1	GCA_015228835.1	GCA_015231655.1	97-100	train	97.86	strict		JADGCT010000098.1	JADGBF010000100.1	98.4007	98.6054	0.635	0.5343	0.05411	97.0893	167	0.9897	12	0.918	0.9149	98.2927	98.7262	0.208	0.2	AlfI:98.61,AloI:98.76,BcgI:98.55,FalI:98.61	1800	167	1844	26	7.87425	ok	98.4007	gamma	98.4714	97.91	70.6	97.734	595	666
GCA_015231415.1__GCA_015231655.1	GCA_015231415.1	GCA_015231655.1	97-100	train	98.36	strict		JADGBQ010000186.1	JADGBF010000100.1	98.6085	98.9076	0.7109	0.7246	0.04179	98.0003	174	0.9735	51	0.441	0.9339	98.4895	99.0538	0.2554	1.34	AlfI:99.03,AloI:98.85,BcgI:98.77,FalI:98.91	2320	174	2390	41	11.7644	ok	98.6085	gamma	98.64	98.27	86.3	98.2509	816	979
GCA_015256235.1__GCA_905365325.1	GCA_015256235.1	GCA_905365325.1	97-100	train	98.61	strict		JABZMO010000016.1	CAJPIS010000001.1	98.7512	98.8097	0.455	0.5616	0.07162	96.8943	81	0.9092	69	1.68	0.9268	98.8728	98.7894	0.3219	1.17	AlfI:98.68,AloI:98.80,BcgI:98.73,FalI:99.00	936	81	838	27	9.53086	ok	98.7512	gamma	99.0943	98.2	92.3	98.0647	287	472
GCA_015256235.1__GCA_905373725.1	GCA_015256235.1	GCA_905373725.1	97-100	train	99.1	strict		JABZMO010000016.1	CAJPUF010000001.1	99.2365	99.3353	0.8136	0.7949	0.04489	98.7735	61	0.957	47	0.473	0.9595	99.1331	99.3951	0.0528	0.1	AlfI:99.36,AloI:99.32,BcgI:99.31,FalI:99.36	1147	61	1171	86	18.1475	ok	99.2365	gamma	99.3008	98.97	90.58	98.9033	408	472
GCA_015258305.1__GCA_905371615.1	GCA_015258305.1	GCA_905371615.1	97-100	train	97.4	strict		JABZIN010000022.1	CAJPLW010000001.1	97.4853	97.9903	0.6779	0.4699	0.16112	96.1321	28	0.9764	5	0.807	0.8744	97.3816	98.3098	1.4083	1.4	AlfI:98.14,AloI:98.42,BcgI:97.01,FalI:98.07	294	28	329	22	8.39286	ok	97.4853	gamma	97.8631	97.43	61.61	97.1635	215	236
GCA_015260165.1__GCF_009728485.1	GCA_015260165.1	GCF_009728485.1	97-100	train	97.52	strict		JABZXF010000101.1	NZ_VVIQ01000010.1	97.7501	98.0361	0.8985	0.6715	0.05597	97.3428	121	0.9955	9	1.336	0.8769	97.5698	98.2675	0.1843	0.31	AlfI:98.07,AloI:98.18,BcgI:98.00,FalI:98.02	2255	121	2561	66	17.5124	ok	97.7501	gamma	97.738	97.62	67.74	97.4482	602	620
GCA_015260225.1__GCA_015260255.1	GCA_015260225.1	GCA_015260255.1	97-100	train	97.41	strict		JABZXB010000077.1	JABZXA010000100.1	98.0722	98.1877	0.5714	0.5912	0.05879	96.673	173	0.9949	7	2.239	0.887	98.1207	98.2218	0.3497	1.45	AlfI:98.42,AloI:98.07,BcgI:98.08,FalI:98.19	1924	173	2043	29	8.82081	ok	98.0722	gamma	98.2951	97.44	72.7	97.2133	411	537
GCA_015260735.1__GCA_015260745.1	GCA_015260735.1	GCA_015260745.1	97-100	train	98.15	strict		JABZWC010000100.1	JABZWB010000100.1	98.3734	98.5887	0.809	0.7031	0.04112	97.8647	209	0.9851	37	0.945	0.9131	98.2409	98.7211	0.1784	0.19	AlfI:98.57,AloI:98.75,BcgI:98.59,FalI:98.59	2862	209	3064	59	12.7273	ok	98.3734	gamma	98.3776	98.17	80.08	98.0142	521	584
GCA_015262605.1__GCA_905371525.1	GCA_015262605.1	GCA_905371525.1	97-100	train	98.55	strict		JABZSJ010000062.1	CAJPLR010000001.1	99.0511	99.1147	0.6807	0.7753	0.03318	98.2986	197	0.9562	113	1.002	0.9463	99.049	99.1348	0.168	1	AlfI:99.03,AloI:98.99,BcgI:99.15,FalI:99.15	2856	197	2857	51	13.5178	ok	99.0511	gamma	99.1627	98.66	93.43	98.237	607	826
GCA_015354435.1__GCA_015354475.1	GCA_015354435.1	GCA_015354475.1	97-100	test	99.99	strict		JABUJW010000001.1	JABUJX010000001.1	99.9999	99.9999	0.9942	0.9942	0.31336	99.6191	7	1	0	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	3347	7	3333	880	476	ok	99.9999	uniform	100	100	100	99.9983	632	632
GCA_015485095.1__GCF_007991015.1	GCA_015485095.1	GCF_007991015.1	97-100	test	97.15	strict		WFUD01000001.1	NZ_BJXN01000001.1	97.6205	98.0054	0.7575	0.7933	0.05128	97.2659	157	0.9973	6	1.14	0.8732	97.3713	98.3303	0.0856	0.12	AlfI:98.05,AloI:97.97,BcgI:97.98,FalI:98.01	2552	157	3024	87	15.2484	ok	97.6205	gamma	97.5244	97.1	84.37	97.0164	623	699
GCA_015485775.1__GCA_015494555.1	GCA_015485775.1	GCA_015494555.1	97-100	train	98.38	strict		WFSW01000001.1	WGAZ01000001.1	98.938	98.998	0.3756	0.4231	0.06442	96.5914	101	0.9665	18	1.189	0.939	99.0604	98.979	0.2688	0.65	AlfI:99.19,AloI:98.92,BcgI:98.92,FalI:98.99	1182	101	893	14	6.13861	ok	98.938	gamma	99.2599	98.49	87.02	97.4932	267	444
GCA_015492235.1__GCF_013761125.1	GCA_015492235.1	GCF_013761125.1	97-100	train	97.24	strict		WGFL01000001.1	NZ_JACDUQ010000001.1	97.4118	97.4118	0.8204	0.7084	0.07326	96.746	161	1	0	inf	0.8353	97.3177	97.4654	0.4833	2.36	AlfI:97.62,AloI:97.25,BcgI:97.73,FalI:97.30	1723	161	2038	26	8.75776	ok	97.4118	uniform	97.5149	96.91	81.32	97.0672	479	480
GCA_015656005.1__GCA_904374815.1	GCA_015656005.1	GCA_904374815.1	97-100	train	97.55	strict		DVEN01000043.1	CAJFEN010000001.1	97.9235	98.3764	0.8787	0.8714	0.03924	97.9836	80	0.99	34	0.709	0.8987	97.6792	98.6786	0.4273	1.35	AlfI:98.38,AloI:98.64,BcgI:98.39,FalI:98.21	3815	80	4051	172	42.9625	ok	97.9235	gamma	97.8067	97.68	86.84	97.4239	621	703
GCA_015656245.1__GCA_904502255.1	GCA_015656245.1	GCA_904502255.1	97-100	train	100	strict		JADBOU010000091.1	CAJGDS010000001.1	99.9999	99.9999	0.7854	0.7854	0.50409	98.5383	116	1	0	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	1340	116	1319	40	10.1121	ok	99.9999	uniform	100	100	100	100	335	345
GCA_015656895.1__GCA_017383865.1	GCA_015656895.1	GCA_017383865.1	97-100	train	98.23	strict		JADBNF010000013.1	JAFNUU010000144.1	98.6024	98.7992	0.7809	0.7642	0.03795	98.0857	135	0.9617	106	0.669	0.9268	98.601	98.8689	0.0857	0.25	AlfI:98.87,AloI:98.82,BcgI:98.78,FalI:98.78	2921	135	3041	122	20.7185	ok	98.6024	gamma	98.7294	98.2	86.1	98.0574	538	672
GCA_015656935.1__GCA_904501725.1	GCA_015656935.1	GCA_904501725.1	97-100	train	100	strict		JADBNE010000127.1	CAJGCE010000001.1	99.9999	99.9999	0.8899	0.8899	0.38028	99.2093	136	1	0	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	2245	136	2328	88	15.9118	ok	99.9999	uniform	100	100	100	100	618	628
GCA_015669005.1__GCA_902385415.1	GCA_015669005.1	GCA_902385415.1	97-100	train	98.05	strict		JADOZN010000010.1	CABMFJ010000001.1	98.1936	98.6483	0.7906	0.836	0.04299	98.0086	58	0.9869	33	0.502	0.9169	97.988	98.9113	0.2474	1.01	AlfI:98.78,AloI:98.54,BcgI:98.60,FalI:98.64	2753	58	2912	375	43.7414	ok	98.1936	gamma	98.1376	98.05	81.72	97.84	948	1153
GCA_015688895.1__GCA_017390755.1	GCA_015688895.1	GCA_017390755.1	97-100	train	98.42	strict		JADBNZ010000110.1	JAFPAN010000031.1	99.1487	99.2135	0.333	0.251	0.09318	96.1476	35	0.9891	2	0.689	0.9525	99.2208	99.2113	0.489	0.9	AlfI:99.03,AloI:99.45,BcgI:99.52,FalI:99.17	459	35	340	14	6.17143	ok	99.1487	gamma	99.5074	98.2	58.26	97.74	239	340
GCA_015709405.1__GCF_009823595.1	GCA_015709405.1	GCF_009823595.1	97-100	train	99.02	strict		JACCQF010000110.1	NZ_WUJG01000010.1	99.1971	99.3667	0.8899	0.7818	0.02619	98.8793	121	0.9963	11	0.274	0.9614	99.1047	99.444	0.1573	1.58	AlfI:99.41,AloI:99.44,BcgI:99.39,FalI:99.28	3122	121	3289	131	25.157	ok	99.1971	gamma	99.2078	99.02	80.15	98.9525	717	753
GCA_015904085.1__GCA_015904125.1	GCA_015904085.1	GCA_015904125.1	97-100	train	99.12	strict		JABMDF010000001.1	JABMDD010000001.1	97.6807	99.3633	0.7147	0.7729	0.02191	98.4718	321	0.9606	175	0.07	0.9613	98.3051	99.6891	0.1095	0.84	AlfI:99.35,AloI:99.34,BcgI:99.39,FalI:99.28	5974	321	4851	109	14.3084	ok	97.6807	gamma	98.4125	98.58	76.65	98.1551	842	1107
GCA_016106225.1__GCA_016106265.1	GCA_016106225.1	GCA_016106265.1	97-100	train	99.81	strict		JADMAH010000002.1	JADMAK010000048.1	99.88	99.88	0.6539	0.5162	0.0212	98.316	97	1	0	inf	0.9928	99.8152	99.8966	0.0567	0.33	AlfI:99.89,AloI:99.84,BcgI:99.90,FalI:99.85	911	97	897	22	7.1134	ok	99.88	uniform	99.8997	99.75	72.16	99.6977	239	251
GCA_016178405.1__GCA_016201515.1	GCA_016178405.1	GCA_016201515.1	97-100	train	99.49	strict		JACOTI010000010.1	JACQCS010000047.1	99.6688	99.764	0.7763	0.8788	0.02637	99.3389	75	0.989	12	0.07	0.9857	99.6456	99.797	0.1526	1.53	AlfI:99.86,AloI:99.71,BcgI:99.79,FalI:99.74	1228	75	1208	65	15.3333	ok	99.6688	gamma	99.7512	99.59	97.36	99.7627	423	513
GCA_016181505.1__GCA_016203595.1	GCA_016181505.1	GCA_016203595.1	97-100	train	98.44	strict		JACOZE010000076.1	JACQML010000068.1	99.2299	99.2299	0.236	0.24	0.10769	95.875	18	0.9865	1	inf	0.9532	99.2608	99.2217	0.826	2.68	AlfI:98.76,AloI:98.67,BcgI:99.02,FalI:99.50	316	18	245	8	5.05556	ok	99.2299	uniform	99.582	98.33	63.05	96.6761	129	212
GCA_016188905.1__GCA_016192625.1	GCA_016188905.1	GCA_016192625.1	97-100	train	98.54	strict		JACPGW010000320.1	JACPTU010000021.1	99.2889	99.4391	0.4476	0.6161	0.0247	97.8161	333	0.9727	66	0.221	0.9654	99.2576	99.4911	0.0632	0.33	AlfI:99.48,AloI:99.45,BcgI:99.42,FalI:99.45	3503	333	3184	33	8.06006	ok	99.2889	gamma	99.3531	99.06	87.94	98.1483	660	1169
GCA_016215525.1__GCF_003258855.1	GCA_016215525.1	GCF_003258855.1	97-100	train	97.4	strict		JACRJD010000032.1	NZ_NPEW01000100.1	98.2613	98.4236	0.8013	0.7481	0.02485	97.6942	454	0.9547	368	1.476	0.9015	98.1478	98.5362	0.4796	4.74	AlfI:98.48,AloI:98.21,BcgI:98.40,FalI:98.69	9130	454	9333	107	18.0969	ok	98.2613	gamma	98.2269	97.47	83.3	97.2816	1248	1618
GCA_016215525.1__GCF_900604295.1	GCA_016215525.1	GCF_900604295.1	97-100	train	98.01	strict		JACRJD010000032.1	NZ_UWOC01000001.1	98.573	98.7813	0.9332	0.8354	0.02054	98.1918	218	0.9858	131	0.761	0.9249	98.4412	98.9009	0.1316	0.72	AlfI:98.74,AloI:98.81,BcgI:98.78,FalI:98.88	9878	218	10321	246	42.6239	ok	98.573	gamma	98.5127	98.21	85.49	98.1775	1498	1618
GCA_016280495.1__GCA_905234115.1	GCA_016280495.1	GCA_905234115.1	97-100	train	97.73	low-AF		JAEEGV010000390.1	CAJOGL010000001.1	98.4412	98.8802	0.4555	0.6211	0.0429	97.1258	190	0.9957	7	0.365	0.9317	98.2764	99.0934	0.2337	1.43	AlfI:99.01,AloI:98.95,BcgI:98.89,FalI:98.77	2260	190	2304	41	9.5	ok	98.4412	gamma	98.4351	97.93	73.07	97.5048	494	825
GCA_016281705.1__GCA_902776865.1	GCA_016281705.1	GCA_902776865.1	97-100	train	97.61	strict		JAEEJF010000007.1	CACYRX010000001.1	98.1299	98.9	0.5935	0.6165	0.07819	97.2837	59	0.9451	28	0.266	0.9323	97.9646	99.2395	0.4744	0.91	AlfI:99.03,AloI:99.01,BcgI:98.89,FalI:98.55	685	59	684	34	9.16949	ok	98.1299	gamma	98.2645	97.13	80.88	97.5049	207	288
GCA_016283735.1__GCA_902784395.1	GCA_016283735.1	GCA_902784395.1	97-100	test	97.11	strict		JAEENP010000023.1	CACZUP010000001.1	97.6702	98.1858	0.8238	0.7633	0.04243	97.409	121	0.99	32	0.739	0.8864	97.4652	98.5242	0.2749	0.53	AlfI:98.25,AloI:97.98,BcgI:98.17,FalI:98.16	3408	121	3984	145	27.1322	ok	97.6702	gamma	97.5976	97.2	76.19	97.1082	723	828
GCA_016284055.1__GCA_016285565.1	GCA_016284055.1	GCA_016285565.1	97-100	train	98.84	strict		JAEEOA010000001.1	JAEERA010000130.1	99.1722	99.4694	0.6452	0.6133	0.03154	98.1238	169	0.9843	23	0.137	0.9677	99.0876	99.5787	0.3545	4.99	AlfI:99.34,AloI:99.68,BcgI:99.52,FalI:99.32	1889	169	1879	47	9.53254	ok	99.1722	gamma	99.2239	98.93	77.19	98.3741	295	383
GCA_016288405.1__GCA_017961745.1	GCA_016288405.1	GCA_017961745.1	97-100	train	97.75	strict		JAEEZA010000123.1	JAGCWV010000026.1	98.0028	98.7573	0.8427	0.614	0.03968	97.6987	147	0.9914	21	0.294	0.9235	97.9077	99.0792	0.234	1.22	AlfI:98.86,AloI:98.63,BcgI:98.79,FalI:98.65	2657	147	3040	70	17.5578	ok	98.0028	gamma	98.0528	97.74	63.83	97.8032	513	552
GCA_016288455.1__GCA_017392725.1	GCA_016288455.1	GCA_017392725.1	97-100	train	97.68	strict		JAEEZE010000131.1	JAFOSV010000014.1	99.2576	99.2576	0.3679	0.3855	0.05754	96.7098	81	0.9636	20	inf	0.9548	99.2355	99.2639	0.1983	0.53	AlfI:99.33,AloI:99.16,BcgI:99.14,FalI:99.22	1009	81	795	18	7.54321	ok	99.2576	uniform	99.4258	98.23	69.51	97.0609	263	489
GCA_016290275.1__GCA_902771375.1	GCA_016290275.1	GCA_902771375.1	97-100	test	97.88	strict		JAEETI010000025.1	CACXWQ010000001.1	98.6398	98.8047	0.5856	0.5515	0.04053	97.2378	237	0.9607	86	0.866	0.9256	98.544	98.8985	0.3197	2.99	AlfI:98.60,AloI:98.92,BcgI:98.89,FalI:98.67	2635	237	2682	45	9.8692	ok	98.6398	gamma	98.6818	97.96	68.49	97.4963	408	609
GCA_016290485.1__GCA_017530685.1	GCA_016290485.1	GCA_017530685.1	97-100	train	97.92	strict		JAEEUI010000103.1	JAFXMC010000044.1	98.5837	98.6367	0.5447	0.568	0.04908	97.0301	201	0.9402	106	2.623	0.9139	98.6405	98.6379	0.5101	4.69	AlfI:98.41,AloI:98.78,BcgI:98.52,FalI:98.93	2180	201	2086	40	9.28856	ok	98.5837	gamma	98.7923	97.79	77.07	97.0554	364	569
