pairid	q_acc	r_acc	anim_ani	anim_af_ref	K_est	q_contig_count	r_contig_count	q_ncbi_assembly_level	r_ncbi_assembly_level	syn2b_shared_tags	syn2b_observable_fraction	dd_major	s2b_major	dnadiff_inverted_fraction	syn2b_raw_inverted_fraction	q_species	r_species	q_genus	q_family	q_phylum	same_species	inverted
GCA_013284015.1__GCF_015672965.1	GCA_013284015.1	GCF_015672965.1	98.99	92.03	2.187999999999869	1.0	89.0	Complete Genome	Contig	5940	0.9998	0.3393135445415846	0.34074	0.6606864554584154	0.65926	Serratia_A fonticola	Serratia_A fonticola	Serratia_A	Enterobacteriaceae	Proteobacteria	True	True
GCF_001895305.1__GCF_019037715.1	GCF_001895305.1	GCF_019037715.1	99.58	90.44	2.1786999999998704	1.0	65.0	Complete Genome	Contig	3929	0.9997	0.3345044404638403	0.32629	0.3345044404638403	0.32629	Virgibacillus pantothenticus	Virgibacillus pantothenticus	Virgibacillus	Amphibacillaceae	Firmicutes	True	True
GCA_000993695.1__GCA_003508115.1	GCA_000993695.1	GCA_003508115.1	99.93	98.99	2.018400000000029	9.0	11.0	Contig	Scaffold	1273	0.9992	0.3342928214535815	0.3315	0.6657071785464185	0.6685	UBA9933 sp001000675	UBA9933 sp001000675	UBA9933	UBA9933	Patescibacteria	True	True
GCF_000428085.1__GCF_001752515.1	GCF_000428085.1	GCF_001752515.1	99.98	100.0	1.0	7.0	16.0	Scaffold	Scaffold	2079	1.0	0.3320703241747835	0.32371	0.6679296758252165	0.67629	Oenococcus kitaharae	Oenococcus kitaharae	Oenococcus	Lactobacillaceae	Firmicutes	True	True
GCF_002811785.1__GCF_002869975.1	GCF_002811785.1	GCF_002869975.1	98.39	94.99	1.8147999999999105	2.0	26.0	Contig	Contig	4074	0.9998	0.3304549125219099	0.32842	0.66954508747809	0.67158	Lelliottia nimipressuralis	Lelliottia nimipressuralis	Lelliottia	Enterobacteriaceae	Proteobacteria	True	True
GCA_001626435.1__GCA_001626515.1	GCA_001626435.1	GCA_001626515.1	99.92	93.39	1.0	8.0	20.0	Scaffold	Scaffold	5820	1.0	0.3302842376495895	0.34038	0.3302842376495895	0.34038	Qipengyuania sp001635685	Qipengyuania sp001635685	Qipengyuania	Sphingomonadaceae	Proteobacteria	True	True
GCF_002442575.1__GCF_014651795.1	GCF_002442575.1	GCF_014651795.1	97.44	88.41	1.0	1.0	41.0	Complete Genome	Contig	3651	1.0	0.3265005684667521	0.34374	0.6734994315332479	0.65626	Halomonas hamiltonii	Halomonas hamiltonii	Halomonas	Halomonadaceae	Proteobacteria	True	True
GCF_000706685.1__GCF_002836825.1	GCF_000706685.1	GCF_002836825.1	97.25	93.18	1.0	2.0	30.0	Complete Genome	Contig	810	1.0	0.3257140779314824	0.3358	0.6742859220685176	0.6642	Staphylococcus xylosus	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Firmicutes	True	True
GCF_016919465.1__GCF_900637875.1	GCF_016919465.1	GCF_900637875.1	98.92	84.04	2.2581999999998614	1.0	28.0	Chromosome	Complete Genome	6291	0.9998	0.3198411835518112	0.31648	0.6801588164481888	0.68352	Tsukamurella tyrosinosolvens	Tsukamurella tyrosinosolvens	Tsukamurella	Mycobacteriaceae	Actinobacteriota	True	True
GCF_009687825.1__GCF_014647995.1	GCF_009687825.1	GCF_014647995.1	97.9	90.31	2.1399999999998744	7.0	63.0	Contig	Scaffold	3800	0.9997	0.3173898374029851	0.32132	0.3173898374029851	0.32132	Deinococcus actinosclerus	Deinococcus actinosclerus	Deinococcus	Deinococcaceae	Deinococcota	True	True
GCF_000275605.1__GCF_008245085.1	GCF_000275605.1	GCF_008245085.1	99.97	99.5	1.0					1802	1.0	0.3162566313613916	0.3141	0.3162566313613916	0.3141						False	True
GCA_002481205.1__GCA_002481465.1	GCA_002481205.1	GCA_002481465.1	99.94	98.23	1.0	48.0	98.0	Scaffold	Scaffold	2891	1.0	0.3130867441840551	0.31788	0.6869132558159449	0.68212	Cryptobacteroides sp002472565	Cryptobacteroides sp002472565	Cryptobacteroides	UBA932	Bacteroidota	True	True
GCF_003546685.2__GCF_003546725.2	GCF_003546685.2	GCF_003546725.2	99.98	99.97	1.917599999999899	3.0	3.0	Contig	Scaffold	2294	0.9996	0.3072778859136397	0.29425	0.6927221140863603	0.70575	Helicobacter_A sanguini	Helicobacter_A sanguini	Helicobacter_A	Helicobacteraceae	Campylobacterota	True	True
GCA_001782205.1__GCA_001783775.1	GCA_001782205.1	GCA_001783775.1	99.89	56.85	1.0	23.0	63.0	Scaffold	Scaffold	479	1.0	0.3071466775792689	0.3048	0.3071466775792689	0.3048	2-01-FULL-37-20 sp001784115	2-01-FULL-37-20 sp001784115	2-01-FULL-37-20	UBA12049	Patescibacteria	True	True
GCF_000816225.1__GCF_018500385.1	GCF_000816225.1	GCF_018500385.1	99.15	92.49	2.071000000000014	1.0	42.0	Complete Genome	Contig	1190	0.9991	0.3062472786380529	0.3042	0.6937527213619471	0.6958	Campylobacter_D concheus	Campylobacter_D concheus	Campylobacter_D	Campylobacteraceae	Campylobacterota	True	True
GCF_900706845.1__GCF_902385615.1	GCF_900706845.1	GCF_902385615.1	99.97	100.0	1.0	2.0	39.0	Contig	Contig	5511	1.0	0.2986085960015699	0.30938	0.70139140399843	0.69062	Leminorella grimontii	Leminorella grimontii	Leminorella	Enterobacteriaceae	Proteobacteria	True	True
GCF_003546705.2__GCF_003546725.2	GCF_003546705.2	GCF_003546725.2	99.98	99.97	1.0	6.0	3.0	Scaffold	Scaffold	2293	1.0	0.2951528950625575	0.29263	0.2951528950625575	0.29263	Helicobacter_A sanguini	Helicobacter_A sanguini	Helicobacter_A	Helicobacteraceae	Campylobacterota	True	True
GCF_000008225.1__GCF_000008405.1	GCF_000008225.1	GCF_000008405.1	98.31	96.52	1.0	1.0	1.0	Complete Genome	Complete Genome	448	1.0	0.2879950325234827	0.31696	0.2879950325234827	0.31696	Mesomycoplasma hyopneumoniae	Mesomycoplasma hyopneumoniae	Mesomycoplasma	Metamycoplasmataceae	Firmicutes	True	True
GCF_001534765.1__GCF_003660425.1	GCF_001534765.1	GCF_003660425.1	99.03	93.68	1.9289999999998977	1.0	41.0	Complete Genome	Contig	1858	0.9995	0.2873118296767327	0.27987	0.2873118296767327	0.27987	Kurthia gibsonii	Kurthia gibsonii	Kurthia	Planococcaceae	Firmicutes	True	True
GCA_008925805.1__GCF_001903595.4	GCA_008925805.1	GCF_001903595.4	98.66	90.16	2.0753999999998816	1.0	55.0	Chromosome	Contig	5377	0.9998	0.2848290726914376	0.28269	0.7151709273085624	0.71731	Klebsiella planticola	Klebsiella planticola	Klebsiella	Enterobacteriaceae	Proteobacteria	True	True
GCA_018898335.1__GCA_018902835.1	GCA_018898335.1	GCA_018902835.1	100.0	99.1	2.0273999999999903	7.0	8.0	Contig	Contig	934	0.9989	0.2831355334620697	0.27944	0.2831355334620697	0.27944	JAHILH01 sp018897195	JAHILH01 sp018897195	JAHILH01	UBA12075	Patescibacteria	True	True
GCA_000991855.1__GCA_000991935.1	GCA_000991855.1	GCA_000991935.1	99.94	94.64	2.055599999999974	25.0	29.0	Contig	Contig	812	0.9987	0.2806569913189666	0.29557	0.2806569913189666	0.29557	UBA2206 sp003483065	UBA2206 sp003483065	UBA2206	UBA2206	Patescibacteria	True	True
GCF_000025645.1__GCF_000518565.1	GCF_000025645.1	GCF_000518565.1	98.36	83.68	1.0	1.0	63.0	Complete Genome	Scaffold	1242	1.0	0.2773129991452008	0.28986	0.7226870008547992	0.71014	Thermoanaerobacter thermocopriae	Thermoanaerobacter thermocopriae	Thermoanaerobacter	Thermoanaerobacteraceae	Firmicutes_A	True	True
GCF_001637525.1__GCF_018729275.1	GCF_001637525.1	GCF_018729275.1	99.17	93.9	2.90599999999979	5.0	3.0	Scaffold	Contig	3812	0.9995	0.2767124336635518	0.28174	0.2767124336635518	0.28174	Bacillus halotolerans	Bacillus halotolerans	Bacillus	Bacillaceae	Firmicutes	True	True
GCF_900103075.1__GCF_900107955.1	GCF_900103075.1	GCF_900107955.1	99.99	99.97	1.836799999999908	12.0	12.0	Scaffold	Scaffold	8368	0.9999	0.2709917161595663	0.27581	0.2709917161595663	0.27581	Microbacterium azadirachtae	Microbacterium azadirachtae	Microbacterium	Microbacteriaceae	Actinobacteriota	True	True
GCF_014621755.1__GCF_016461605.1	GCF_014621755.1	GCF_016461605.1	97.92	93.04	2.136799999999875	1.0	31.0	Complete Genome	Contig	2842	0.9996	0.2708962916510503	0.27199	0.7291037083489497	0.72801	Bacillus halotolerans	Bacillus halotolerans	Bacillus	Bacillaceae	Firmicutes	True	True
GCF_001465255.1__GCF_005403365.1	GCF_001465255.1	GCF_005403365.1	99.64	96.07	1.0	1.0	57.0	Complete Genome	Contig	6464	1.0	0.2665863714447717	0.2664	0.2665863714447717	0.2664	Paenibacillus_G naphthalenovorans	Paenibacillus_G naphthalenovorans	Paenibacillus_G	NBRC-103111	Firmicutes	True	True
GCF_002587065.1__GCF_002906925.1	GCF_002587065.1	GCF_002906925.1	97.5	91.33	1.924799999999898	1.0	26.0	Complete Genome	Contig	4624	0.9998	0.2542896891080388	0.26146	0.2542896891080388	0.26146	Aeromonas bestiarum	Aeromonas bestiarum	Aeromonas	Aeromonadaceae	Proteobacteria	True	True
GCA_004801705.1__GCF_004793735.1	GCA_004801705.1	GCF_004793735.1	99.99	99.93	2.9659999999997835	23.0	31.0	Contig	Contig	4915	0.9996	0.2496662049610775	0.24273	0.7503337950389225	0.75727	Muribaculum gordoncarteri	Muribaculum gordoncarteri	Muribaculum	Muribaculaceae	Bacteroidota	True	True
GCF_001447335.1__GCF_004919485.1	GCF_001447335.1	GCF_004919485.1	98.97	90.86	1.0	1.0	1.0	Complete Genome	Complete Genome	5302	1.0	0.2489194999028692	0.2384	0.2489194999028692	0.2384	Aeromonas schubertii	Aeromonas schubertii	Aeromonas	Aeromonadaceae	Proteobacteria	True	True
GCA_001830015.1__GCA_001830905.1	GCA_001830015.1	GCA_001830905.1	99.99	99.62	1.0	15.0	17.0	Scaffold	Contig	1827	1.0	0.247924048853742	0.2474	0.7520759511462579	0.7526	UBA2284 sp001830045	UBA2284 sp001830045	UBA2284	Acholeplasmataceae	Firmicutes	True	True
GCF_000364325.1__GCF_000468815.1	GCF_000364325.1	GCF_000468815.1	99.86	96.82	1.0	3.0	8.0	Scaffold	Contig	2508	1.0	0.2433014477705555	0.25598	0.7566985522294445	0.74402	Atopobium minutum	Atopobium minutum	Atopobium	Atopobiaceae	Actinobacteriota	True	True
GCA_004006215.1__GCF_008801725.1	GCA_004006215.1	GCF_008801725.1	98.01	88.48	1.9765999999998924	1.0	22.0	Complete Genome	Contig	4883	0.9998	0.2378743316342837	0.24452	0.7621256683657163	0.75548	Kerstersia gyiorum	Kerstersia gyiorum	Kerstersia	Burkholderiaceae	Proteobacteria	True	True
GCA_015354435.1__GCA_015354475.1	GCA_015354435.1	GCA_015354475.1	99.99	99.99	1.0	10.0	9.0	Scaffold	Scaffold	3124	1.0	0.2373887643857753	0.24168	0.7626112356142246	0.75832	Ancrocorticia sp015679245	Ancrocorticia sp015679245	Ancrocorticia	Actinomycetaceae	Actinobacteriota	True	True
GCF_002206155.2__GCF_900076365.1	GCF_002206155.2	GCF_900076365.1	99.92	92.71	2.3325999999998532	2.0	69.0	Contig	Scaffold	6663	0.9998	0.2256753510656945	0.21807	0.2256753510656945	0.21807	Enterobacter chengduensis	Enterobacter chengduensis	Enterobacter	Enterobacteriaceae	Proteobacteria	True	True
GCA_018348555.1__GCA_018348635.1	GCA_018348555.1	GCA_018348635.1	99.94	100.0	1.9786000000000736	58.0	52.0	Contig	Contig	1631	0.9994	0.2250259357994481	0.23053	0.2250259357994481	0.23053	Globicatella sp016126655	Globicatella sp016126655	Globicatella	Aerococcaceae	Firmicutes	True	True
GCF_000835205.1__GCF_001755835.1	GCF_000835205.1	GCF_001755835.1	99.28	92.11	2.4011999999998457	2.0	150.0	Complete Genome	Scaffold	14012	0.9999	0.2184837161836066	0.2141	0.2184837161836066	0.2141	Burkholderia plantarii	Burkholderia plantarii	Burkholderia	Burkholderiaceae	Proteobacteria	True	True
GCA_001780475.1__GCA_001780555.1	GCA_001780475.1	GCA_001780555.1	99.94	93.09	2.003599999999975	34.0	44.0	Scaffold	Scaffold	772	0.9987	0.2154594040186991	0.2215	0.2154594040186991	0.2215	2-01-FULL-46-13 sp001780775	2-01-FULL-46-13 sp001780775	2-01-FULL-46-13	UBA11713	Patescibacteria	True	True
GCA_905182205.1__GCA_905478585.1	GCA_905182205.1	GCA_905478585.1	98.17	71.91	1.0	4.0	84.0	Contig	Contig	858	1.0	0.2130355981420254	0.21329	0.2130355981420254	0.21329	Hel1-33-131 sp018608625	Hel1-33-131 sp018608625	Hel1-33-131	Flavobacteriaceae	Bacteroidota	True	True
GCF_003387275.1__GCF_003634175.1	GCF_003387275.1	GCF_003634175.1	97.27	83.03	1.8871999999999023	3.0	3.0	Contig	Contig	8872	0.9999	0.2070407078028172	0.1986	0.7929592921971828	0.8014	Paraburkholderia sp003002025	Paraburkholderia sp003002025	Paraburkholderia	Burkholderiaceae	Proteobacteria	True	True
GCF_003814635.1__GCF_003814965.1	GCF_003814635.1	GCF_003814965.1	99.99	99.98	1.0	8.0	9.0	Scaffold	Scaffold	7640	1.0	0.2058988099139352	0.20026	0.2058988099139352	0.20026	Frondihabitans sp001423105	Frondihabitans sp001423105	Frondihabitans	Microbacteriaceae	Actinobacteriota	True	True
GCF_000428085.1__GCF_001752545.1	GCF_000428085.1	GCF_001752545.1	99.95	97.34	2.024999999999887	7.0	27.0	Scaffold	Scaffold	2050	0.9995	0.2010587251091879	0.19854	0.798941274890812	0.80146	Oenococcus kitaharae	Oenococcus kitaharae	Oenococcus	Lactobacillaceae	Firmicutes	True	True
GCF_011386965.1__GCF_900445905.1	GCF_011386965.1	GCF_900445905.1	97.48	93.15	1.8927999999999017	1.0	11.0	Complete Genome	Contig	4464	0.9998	0.1971266310178829	0.1931	0.802873368982117	0.8069	Bordetella trematum	Bordetella trematum	Bordetella	Burkholderiaceae	Proteobacteria	True	True
GCF_012726095.1__GCF_017612575.1	GCF_012726095.1	GCF_017612575.1	97.69	89.37	1.0					2310	1.0	0.1969648876745982	0.20303	0.1969648876745982	0.20303						False	True
GCF_003050685.1__GCF_017301795.1	GCF_003050685.1	GCF_017301795.1	99.4	97.9	1.0	1.0	1.0	Complete Genome	Complete Genome	9431	1.0	0.1892728346291954	0.19086	0.1892728346291954	0.19086	Xanthomonas_A translucens	Xanthomonas_A translucens	Xanthomonas_A	Xanthomonadaceae	Proteobacteria	True	True
GCA_001793985.1__GCA_001794285.1	GCA_001793985.1	GCA_001794285.1	99.98	69.17	1.0	17.0	23.0	Contig	Scaffold	533	1.0	0.1824747150153908	0.21764	0.1824747150153908	0.21764	2-01-FULL-39-28 sp001794635	2-01-FULL-39-28 sp001794635	2-01-FULL-39-28	GWA2-44-9	Patescibacteria	True	True
GCF_001702115.1__GCF_002907065.1	GCF_001702115.1	GCF_002907065.1	99.94	95.51	2.0614999999999903	1.0	24.0	Complete Genome	Contig	965	0.9989	0.179828213330996	0.17409	0.8201717866690039	0.82591	Fructilactobacillus lindneri	Fructilactobacillus lindneri	Fructilactobacillus	Lactobacillaceae	Firmicutes	True	True
GCF_000477935.1__GCF_000477955.1	GCF_000477935.1	GCF_000477955.1	99.97	99.97	1.0	4.0	6.0	Scaffold	Scaffold	3892	1.0	0.1744187049590156	0.17626	0.1744187049590156	0.17626	Corynebacterium pseudodiphtheriticum	Corynebacterium pseudodiphtheriticum	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	True
GCF_000478015.1__GCF_000478075.1	GCF_000478015.1	GCF_000478075.1	99.98	98.27	2.1591999999998723	29.0	37.0	Scaffold	Scaffold	3864	0.9997	0.1727816723703834	0.16667	0.8272183276296166	0.83333	Corynebacterium sp000478175	Corynebacterium sp000478175	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	True
GCA_016703235.1__GCA_016721485.1	GCA_016703235.1	GCA_016721485.1	98.11	85.45	1.880199999999903	7.0	30.0	Contig	Contig	4401	0.9998	0.1722534993685289	0.15905	0.827746500631471	0.84095	Chakrabartia sp016704425	Chakrabartia sp016704425	Chakrabartia	Sphingomonadaceae	Proteobacteria	True	True
GCA_903857195.1__GCA_903922015.1	GCA_903857195.1	GCA_903922015.1	99.99	99.54	2.144399999999874	52.0	60.0	Contig	Contig	5722	0.9998	0.1710687360194416	0.17704	0.1710687360194416	0.17704	Geothrix sp903857495	Geothrix sp903857495	Geothrix	Holophagaceae	Acidobacteriota	True	True
GCF_001272985.1__GCF_002896635.1	GCF_001272985.1	GCF_002896635.1	99.98	99.98	2.8311999999997983	36.0	39.0	Contig	Contig	4578	0.9996	0.1691519088414959	0.17653	0.8308480911585041	0.82347	Bacillus_A anthracis	Bacillus_A anthracis	Bacillus_A	Bacillaceae_G	Firmicutes	True	True
GCA_005777725.1__GCA_005792345.1	GCA_005777725.1	GCA_005792345.1	99.99	98.75	2.058400000000014	22.0	13.0	Contig	Contig	1176	0.9991	0.1671894964419255	0.15646	0.1671894964419255	0.15646	VBAS01 sp005798905	VBAS01 sp005798905	VBAS01	Chitinophagaceae	Bacteroidota	True	True
GCF_009876255.1__GCF_009876265.1	GCF_009876255.1	GCF_009876265.1	99.96	99.05	2.8371999999997977	42.0	44.0	Contig	Scaffold	4593	0.9996	0.1654275219635577	0.16482	0.1654275219635577	0.16482	Collinsella sp900551305	Collinsella sp900551305	Collinsella	Coriobacteriaceae	Actinobacteriota	True	True
GCF_016697365.1__GCF_910574985.1	GCF_016697365.1	GCF_910574985.1	98.08	75.51	1.0	2.0	45.0	Chromosome	Contig	2497	1.0	0.1640457909556708	0.13016	0.1640457909556708	0.13016	Acutalibacter muris	Acutalibacter muris	Acutalibacter	Acutalibacteraceae	Firmicutes_A	True	True
GCA_018902535.1__GCA_018903105.1	GCA_018902535.1	GCA_018903105.1	99.99	99.88	1.0	46.0	45.0	Contig	Contig	5292	1.0	0.1605799992908111	0.15797	0.1605799992908111	0.15797	Pseudodesulfovibrio aespoeensis	Pseudodesulfovibrio aespoeensis	Pseudodesulfovibrio	Desulfovibrionaceae	Desulfobacterota_I	True	True
GCF_900478395.1__GCF_905188235.1	GCF_900478395.1	GCF_905188235.1	99.3	92.58	1.0	1.0	1.0	Complete Genome	Complete Genome	6115	1.0	0.1603994428297992	0.14996	0.8396005571702008	0.85004	Serratia_B rhizosphaerae	Serratia_B rhizosphaerae	Serratia_B	Enterobacteriaceae	Proteobacteria	True	True
GCF_900103075.1__GCF_900108235.1	GCF_900103075.1	GCF_900108235.1	99.99	100.0	1.0	12.0	11.0	Scaffold	Contig	8371	1.0	0.1601268799052785	0.15948	0.1601268799052785	0.15948	Microbacterium azadirachtae	Microbacterium azadirachtae	Microbacterium	Microbacteriaceae	Actinobacteriota	True	True
GCA_016707325.1__GCA_016715315.1	GCA_016707325.1	GCA_016715315.1	99.37	91.14	1.8495999999999064	11.0	20.0	Contig	Contig	8496	0.9999	0.1555351797480945	0.14819	0.8444648202519055	0.85181	Rubrivivax sp016709385	Rubrivivax sp016709385	Rubrivivax	Burkholderiaceae	Proteobacteria	True	True
GCF_015767755.1__GCF_015767895.1	GCF_015767755.1	GCF_015767895.1	99.99	99.66	1.0	5.0	2.0	Complete Genome	Complete Genome	9669	1.0	0.1547269341507333	0.15152	0.8452730658492666	0.84848	Streptomyces clavuligerus	Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Actinobacteriota	True	True
GCF_007489295.1__GCF_017918135.1	GCF_007489295.1	GCF_017918135.1	99.99	100.0	1.0	5.0	4.0	Contig	Contig	3105	1.0	0.1546574062155956	0.16135	0.1546574062155956	0.16135	Corynebacterium sp007904105	Corynebacterium sp007904105	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	True
GCF_003386115.1__GCF_004366535.1	GCF_003386115.1	GCF_004366535.1	97.19	73.23	1.0	3.0	3.0	Contig	Contig	8548	1.0	0.1524271247009135	0.14331	0.8475728752990864	0.85669	Paraburkholderia sp003002025	Paraburkholderia sp003002025	Paraburkholderia	Burkholderiaceae	Proteobacteria	True	True
GCA_016705185.1__GCA_016708405.1	GCA_016705185.1	GCA_016708405.1	98.24	84.74	2.984499999999781	7.0	14.0	Contig	Contig	3969	0.9995	0.1508254518151429	0.13681	0.1508254518151429	0.13681	UBA10438 sp002426145	UBA10438 sp002426145	UBA10438	Kapabacteriaceae	Bacteroidota	True	True
GCF_002162115.1__GCF_016019785.1	GCF_002162115.1	GCF_016019785.1	99.84	98.86	2.099499999999879	1.0	8.0	Complete Genome	Contig	3665	0.9997	0.1405291243726307	0.13915	0.1405291243726307	0.13915	Corynebacterium silvaticum	Corynebacterium silvaticum	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCF_003387275.1__GCF_004366535.1	GCF_003387275.1	GCF_004366535.1	97.69	79.45	2.028699999999887	3.0	3.0	Contig	Contig	10287	0.9999	0.1387585683691283	0.13201	0.1387585683691283	0.13201	Paraburkholderia sp003002025	Paraburkholderia sp003002025	Paraburkholderia	Burkholderiaceae	Proteobacteria	True	False
GCA_903835245.1__GCA_903839075.1	GCA_903835245.1	GCA_903839075.1	99.99	99.96	2.0766999999998816	20.0	21.0	Contig	Contig	3589	0.9997	0.1382442578559808	0.15018	0.1382442578559808	0.15018	Vampirovibrio chlorellavorus_D	Vampirovibrio chlorellavorus_D	Vampirovibrio	Vampirovibrionaceae	Cyanobacteria	True	False
GCA_009811615.2__GCF_009811575.1	GCA_009811615.2	GCF_009811575.1	97.84	87.0	1.0	2.0	1.0	Complete Genome	Contig	7677	1.0	0.1160724336555871	0.10759	0.1160724336555871	0.10759	Streptomyces platensis	Streptomyces platensis	Streptomyces	Streptomycetaceae	Actinobacteriota	True	False
GCA_005792345.1__GCA_005797875.1	GCA_005792345.1	GCA_005797875.1	99.99	58.07	1.0	13.0	19.0	Contig	Contig	872	1.0	0.1115399524906356	0.11812	0.1115399524906356	0.11812	VBAS01 sp005798905	VBAS01 sp005798905	VBAS01	Chitinophagaceae	Bacteroidota	True	False
GCA_002398115.1__GCA_002424405.1	GCA_002398115.1	GCA_002424405.1	99.9	98.74	2.061999999999883	26.0	45.0	Scaffold	Scaffold	2124	0.9995	0.1084198187253632	0.10782	0.1084198187253632	0.10782	Aminobacterium mobile	Aminobacterium mobile	Aminobacterium	Aminobacteriaceae	Synergistota	True	False
GCF_002327205.1__GCF_004328885.1	GCF_002327205.1	GCF_004328885.1	99.96	100.0	1.0	2.0	1.0	Complete Genome	Complete Genome	1858	1.0	0.087312471846126	0.07158	0.087312471846126	0.07158	Clostridium chauvoei	Clostridium chauvoei	Clostridium	Clostridiaceae	Firmicutes_A	True	False
GCF_003353445.1__GCF_007991555.1	GCF_003353445.1	GCF_007991555.1	99.99	100.0	1.0	8.0	12.0	Scaffold	Contig	1724	1.0	0.085067680310666	0.08759	0.914932319689334	0.91241	Weissella soli	Weissella soli	Weissella	Lactobacillaceae	Firmicutes	True	False
GCA_002390335.1__GCA_018609025.1	GCA_002390335.1	GCA_018609025.1	99.5	2.29	2.0791999999999993	66.0	58.0	Scaffold	Scaffold	71	0.9848	0.0823752314515781	0.04225	0.0823752314515781	0.04225	SHAN690 sp002389645	SHAN690 sp002336485	SHAN690	Salibacteraceae	Bacteroidota	False	False
GCA_018903175.1__GCA_019084205.1	GCA_018903175.1	GCA_019084205.1	100.0	99.57	1.0	59.0	55.0	Contig	Contig	5192	1.0	0.0816140421349804	0.08378	0.0816140421349804	0.08378	SURF-10 sp018902755	SURF-10 sp018902755	SURF-10	Desulfarculaceae	Desulfobacterota	True	False
GCF_900445015.1__GCF_900445035.1	GCF_900445015.1	GCF_900445035.1	99.9	99.99	1.0	3.0	2.0	Contig	Contig	2423	1.0	0.0778866190097465	0.07553	0.0778866190097465	0.07553	Actinobacillus ureae	Actinobacillus ureae	Actinobacillus	Pasteurellaceae	Proteobacteria	True	False
GCF_002736045.1__GCF_014269205.2	GCF_002736045.1	GCF_014269205.2	97.85	88.3	1.7045999999999224	1.0	24.0	Complete Genome	Contig	7046	0.9999	0.0773900116867019	0.0765	0.0773900116867019	0.0765	Pseudomonas_E putida_M	Pseudomonas_E putida_M	Pseudomonas_E	Pseudomonadaceae	Proteobacteria	True	False
GCF_002813655.1__GCF_002813675.1	GCF_002813655.1	GCF_002813675.1	99.1	90.74	1.0					1129	1.0	0.071695963399342	0.06997	0.928304036600658	0.93003						False	False
GCF_000012525.1__GCF_000817325.1	GCF_000012525.1	GCF_000817325.1	99.99	99.71	2.8455999999997967	2.0	3.0	Complete Genome	Complete Genome	4614	0.9996	0.0690046021575604	0.06675	0.9309953978424396	0.93325	Synechococcus elongatus	Synechococcus elongatus	Synechococcus	Synechococcaceae	Cyanobacteria	True	False
GCF_000237145.1__GCF_002717025.1	GCF_000237145.1	GCF_002717025.1	99.99	99.99	1.0	1.0	1.0	Complete Genome	Complete Genome	14559	1.0	0.0584885234898036	0.05776	0.0584885234898036	0.05776	Actinoplanes sp900119315	Actinoplanes sp900119315	Actinoplanes	Micromonosporaceae	Actinobacteriota	True	False
GCF_003260285.1__GCF_012999505.1	GCF_003260285.1	GCF_012999505.1	99.57	86.92	1.0	5.0	447.0	Contig	Contig	3383	1.0	0.0565721284945641	0.05764	0.9434278715054358	0.94236	Salifodinibacter halophilus	Salifodinibacter halophilus	Salifodinibacter	Salinisphaeraceae	Proteobacteria	True	False
GCF_000163875.1__GCF_015767855.1	GCF_000163875.1	GCF_015767855.1	99.98	97.52	1.0	279.0	2.0	Chromosome	Complete Genome	9521	1.0	0.0507691737055956	0.04905	0.9492308262944044	0.95095	Streptomyces clavuligerus	Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Actinobacteriota	True	False
GCF_002157125.1__GCF_002157165.1	GCF_002157125.1	GCF_002157165.1	97.22	92.4	1.0	5.0	2.0	Complete Genome	Complete Genome	4609	1.0	0.0492970508270629	0.05685	0.0492970508270629	0.05685	Acidovorax carolinensis	Acidovorax carolinensis	Acidovorax	Burkholderiaceae	Proteobacteria	True	False
GCF_001702155.1__GCF_001702195.1	GCF_001702155.1	GCF_001702195.1	99.92	90.14	2.0958999999998795	3.0	9.0	Complete Genome	Complete Genome	3653	0.9997	0.0490409019914096	0.03942	0.0490409019914096	0.03942	Secundilactobacillus paracollinoides	Secundilactobacillus paracollinoides	Secundilactobacillus	Lactobacillaceae	Firmicutes	True	False
GCA_011801225.1__GCF_011801245.1	GCA_011801225.1	GCF_011801245.1	98.88	98.2	1.8743999999999037	2.0	2.0	Complete Genome	Complete Genome	4372	0.9998	0.0456437677394985	0.05764	0.0456437677394985	0.05764	Clavibacter capsici	Clavibacter capsici	Clavibacter	Microbacteriaceae	Actinobacteriota	True	False
GCF_002250905.2__GCF_017909435.1	GCF_002250905.2	GCF_017909435.1	99.48	93.73	2.963200000000147	3.0	3.0	Complete Genome	Complete Genome	3272	0.9994	0.0451796142926121	0.04126	0.9548203857073878	0.95874	Bacillus_A cytotoxicus	Bacillus_A cytotoxicus	Bacillus_A	Bacillaceae_G	Firmicutes	True	False
GCF_000958465.1__GCF_003076355.1	GCF_000958465.1	GCF_003076355.1	99.88	99.95	1.0	4.0	2.0	Complete Genome	Complete Genome	5607	1.0	0.0387466611013209	0.04013	0.0387466611013209	0.04013	Clavibacter insidiosus	Clavibacter insidiosus	Clavibacter	Microbacteriaceae	Actinobacteriota	True	False
