pairid	syn2b_raw_inverted_fraction	syn2b_inverted_fraction	syn2b_breakpoints	syn2b_breakpoint_density	syn2b_scj_distance	syn2b_scj_corrected	syn2b_shared_tags	syn2b_observable_fraction	q_species	r_species	same_species
GCF_001516185.2__GCF_013393705.1	0.38768	0.38768	15.0	0.00146	36.0	36.0	10305.0	1.0			
GCF_009676785.1__GCF_013393665.2	0.38768	0.38768	23.0	0.00247	76.0	76.0	9299.0	1.0			
GCF_001985325.1__GCF_001986875.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001986875.1__GCF_002286055.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001985165.1__GCF_001986875.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001986875.1__GCF_001988075.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001986875.1__GCF_001987415.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001985365.1__GCF_004009015.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001986375.1__GCF_001986875.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001605155.1__GCF_001985065.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001605155.1__GCF_004009015.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001985065.1__GCF_001985365.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001986875.1__GCF_004008595.1	0.38765	0.38765	4.0	0.00057	8.0	8.0	6978.0	1.0			
GCF_001605665.1__GCF_001985365.1	0.38756	0.38756	4.0	0.00057	8.0	8.0	6977.0	1.0			
GCF_001985065.1__GCF_001986875.1	0.38756	0.38756	4.0	0.00057	8.0	8.0	6977.0	1.0			
GCF_001605155.1__GCF_001605665.1	0.38756	0.38756	4.0	0.00057	8.0	8.0	6977.0	1.0			
GCF_001986875.1__GCF_004009015.1	0.38756	0.38756	4.0	0.00057	8.0	8.0	6977.0	1.0			
GCF_001516185.2__GCF_003324255.1	0.38748	0.38748	9.0	0.00098	34.0	34.0	9172.0	1.0			
GCF_001605665.1__GCF_001986875.1	0.38747	0.38747	4.0	0.00057	8.0	8.0	6976.0	1.0			
GCF_001548135.1__GCF_013393665.2	0.38746	0.38746	13.0	0.00142	66.0	66.0	9126.0	1.0			
GCF_013375815.1__GCF_013393665.2	0.38742	0.38742	11.0	0.00117	64.0	64.0	9398.0	1.0			
GCF_003347525.2__GCF_013375875.1	0.38736	0.38736	59.0	0.00657	152.0	152.0	8984.0	1.0			
GCF_001547955.1__GCF_003204335.1	0.38721	0.38721	20.0	0.00219	64.0	64.0	9132.0	1.0			
GCF_003609935.1__GCF_015839575.1	0.38703	0.38703	14.0	0.00917	48.0	48.0	1527.0	1.0			
GCF_002812905.2__GCF_013393665.2	0.38702	0.38702	5.0	0.0004	16.0	16.0	12369.0	1.0			
GCF_003609935.1__GCF_900693055.1	0.38701	0.38701	16.0	0.0106	50.0	50.0	1509.0	1.0			
GCF_000211055.1__GCF_003609935.1	0.38699	0.38699	12.0	0.00788	40.0	40.0	1522.0	1.0			
GCF_000018985.1__GCF_003609935.1	0.38699	0.38699	12.0	0.00788	44.0	44.0	1522.0	1.0			
GCF_001605365.1__GCF_004636145.1	0.38682	0.38682	8.0	0.00115	16.0	16.0	6980.0	1.0			
GCF_002813955.1__GCF_003609935.1	0.38677	0.38677	14.0	0.00955	48.0	48.0	1466.0	1.0			
GCF_000211015.1__GCF_003609935.1	0.38648	0.38648	12.0	0.00787	40.0	40.0	1524.0	1.0			
GCF_003609935.1__GCF_013047165.1	0.38644	0.38644	15.0	0.0096	42.0	42.0	1563.0	1.0			
GCF_000026645.1__GCF_013393665.2	0.38636	0.38636	21.0	0.0023	80.0	80.0	9121.0	1.0			
GCF_000211035.1__GCF_003609935.1	0.38633	0.38633	12.0	0.00788	40.0	40.0	1522.0	1.0			
GCF_003204335.1__GCF_009664165.1	0.38632	0.38632	16.0	0.00173	54.0	54.0	9241.0	1.0			
GCF_003609935.1__GCF_900459635.1	0.38632	0.38632	9.0	0.00586	48.0	48.0	1535.0	1.0			
GCF_003204335.1__GCF_900637045.1	0.38615	0.38615	13.0	0.00133	38.0	38.0	9807.0	1.0			
GCF_000508765.1__GCF_013393665.2	0.38613	0.38613	19.0	0.00208	72.0	72.0	9116.0	1.0			
GCF_003609935.1__GCF_900459505.1	0.38613	0.38613	10.0	0.00654	32.0	32.0	1528.0	1.0			
GCF_000210995.1__GCF_003609935.1	0.38596	0.38596	12.0	0.0078	40.0	40.0	1539.0	1.0			
GCF_004291075.1__GCF_016745175.1	0.38586	0.38586	14.0	0.00152	70.0	70.0	9195.0	1.0			
GCF_003194245.1__GCF_013393665.2	0.3856	0.3856	11.0	0.00119	52.0	52.0	9248.0	1.0			
GCF_003204335.1__GCF_013343355.1	0.38557	0.38557	7.0	0.0007	26.0	26.0	10050.0	1.0			
GCF_000210955.1__GCF_003609935.1	0.38557	0.38557	12.0	0.00787	40.0	40.0	1525.0	1.0			
GCF_003609935.1__GCF_900618585.1	0.38557	0.38557	13.0	0.00852	40.0	40.0	1525.0	1.0			
GCF_003609935.1__GCF_900476445.1	0.38553	0.38553	10.0	0.00658	48.0	48.0	1520.0	1.0			
GCF_003609935.1__GCF_900795205.1	0.38542	0.38542	17.0	0.01107	48.0	48.0	1536.0	1.0			
GCF_001687285.1__GCF_003204335.1	0.38528	0.38528	19.0	0.00187	70.0	70.0	10151.0	1.0			
GCF_000006885.1__GCF_003609935.1	0.38527	0.38527	11.0	0.00717	52.0	52.0	1534.0	1.0			
GCF_003204335.1__GCF_018448985.1	0.38515	0.38515	16.0	0.00173	54.0	54.0	9269.0	1.0			
GCF_003609935.1__GCF_015839775.1	0.38507	0.38507	16.0	0.01048	56.0	56.0	1527.0	1.0			
GCF_001605155.1__GCF_004008795.1	0.38488	0.38488	4.0	0.00058	8.0	8.0	6945.0	1.0			
GCF_001985365.1__GCF_004008795.1	0.38488	0.38488	4.0	0.00058	8.0	8.0	6945.0	1.0			
GCF_003204335.1__GCF_900636755.1	0.38487	0.38487	20.0	0.00197	70.0	70.0	10162.0	1.0			
GCF_003204335.1__GCF_016126955.1	0.38487	0.38487	20.0	0.00197	70.0	70.0	10162.0	1.0			
GCF_001986875.1__GCF_004008795.1	0.38479	0.38479	4.0	0.00058	8.0	8.0	6944.0	1.0			
GCF_003193645.1__GCF_013393665.2	0.38476	0.38476	15.0	0.00197	58.0	58.0	7610.0	1.0			
GCF_001879525.1__GCF_013393665.2	0.38462	0.38462	11.0	0.00119	52.0	52.0	9261.0	1.0			
GCF_003609935.1__GCF_900618575.1	0.38451	0.38451	11.0	0.00722	36.0	36.0	1524.0	1.0			
GCF_003609935.1__GCF_003966525.1	0.38436	0.38436	10.0	0.00663	36.0	36.0	1509.0	1.0			
GCF_004635905.1__GCF_004636145.1	0.38433	0.38433	8.0	0.00115	16.0	16.0	6981.0	1.0			
GCF_001874805.1__GCF_003204335.1	0.38428	0.38428	23.0	0.00251	92.0	92.0	9173.0	1.0			
GCF_003609935.1__GCF_008253725.1	0.38427	0.38427	12.0	0.0078	38.0	38.0	1538.0	1.0			
GCF_000007045.1__GCF_003609935.1	0.38427	0.38427	11.0	0.00715	38.0	38.0	1538.0	1.0			
GCF_002843545.1__GCF_003609935.1	0.38427	0.38427	11.0	0.00715	52.0	52.0	1538.0	1.0			
GCF_002946935.1__GCF_013393665.2	0.38418	0.38418	26.0	0.00292	78.0	78.0	8910.0	1.0			
GCF_013393665.2__GCF_016864415.1	0.38412	0.38412	22.0	0.00239	112.0	112.0	9195.0	1.0			
GCF_001687285.1__GCF_013393665.2	0.38408	0.38408	21.0	0.00226	74.0	74.0	9308.0	1.0			
GCF_003609935.1__GCF_003967155.2	0.38407	0.38407	14.0	0.00907	50.0	50.0	1544.0	1.0			
GCF_013305645.2__GCF_013393665.2	0.38402	0.38402	22.0	0.00247	68.0	68.0	8911.0	1.0			
GCF_003609935.1__GCF_900459735.1	0.38401	0.38401	10.0	0.00661	26.0	26.0	1513.0	1.0			
GCF_013393665.2__GCF_015697665.1	0.38388	0.38388	30.0	0.00316	96.0	96.0	9503.0	1.0			
GCF_003609935.1__GCF_900475515.1	0.38386	0.38386	12.0	0.00781	38.0	38.0	1537.0	1.0			
GCF_003798105.1__GCF_013393665.2	0.38376	0.38376	13.0	0.00141	72.0	72.0	9248.0	1.0			
GCF_002859625.1__GCF_004634665.1	0.38371	0.38371	12.0	0.00172	24.0	24.0	6974.0	1.0			
GCF_013393665.2__GCF_016126955.1	0.38367	0.38367	21.0	0.00225	74.0	74.0	9318.0	1.0			
GCF_013393665.2__GCF_900636755.1	0.38367	0.38367	21.0	0.00225	74.0	74.0	9318.0	1.0			
GCF_003609935.1__GCF_900618555.1	0.38367	0.38367	12.0	0.00778	54.0	54.0	1543.0	1.0			
GCF_003609935.1__GCF_900636585.1	0.38352	0.38352	7.0	0.00454	30.0	30.0	1541.0	1.0			
GCF_003369755.1__GCF_013393665.2	0.38342	0.38342	25.0	0.00266	76.0	76.0	9397.0	1.0			
GCF_000273445.1__GCF_003609935.1	0.38331	0.38331	9.0	0.00587	48.0	48.0	1534.0	1.0			
GCF_000510305.1__GCF_013393665.2	0.38326	0.38326	15.0	0.00162	66.0	66.0	9234.0	1.0			
GCF_001985365.1__GCF_002286015.1	0.38324	0.38324	6.0	0.00086	12.0	12.0	6980.0	1.0			
GCF_001605155.1__GCF_002286015.1	0.38324	0.38324	6.0	0.00086	12.0	12.0	6980.0	1.0			
GCF_001986875.1__GCF_002286015.1	0.38315	0.38315	6.0	0.00086	12.0	12.0	6979.0	1.0			
GCF_003609935.1__GCF_011694695.1	0.38314	0.38314	14.0	0.00894	62.0	62.0	1566.0	1.0			
GCF_001831435.1__GCF_003991095.1	0.38308	0.38308	125.0	0.01947	254.0	254.0	6419.0	1.0			
GCF_003957825.1__GCF_013393665.2	0.38307	0.38307	5.0	0.00056	28.0	28.0	8988.0	1.0			
GCF_013393665.2__GCF_016105885.1	0.38304	0.38304	14.0	0.00151	66.0	66.0	9268.0	1.0			
GCF_003609935.1__GCF_900622505.2	0.38287	0.38287	12.0	0.00779	54.0	54.0	1541.0	1.0			
GCF_000014365.2__GCF_003609935.1	0.38272	0.38272	11.0	0.00715	38.0	38.0	1539.0	1.0			
GCF_000018965.1__GCF_003609935.1	0.38266	0.38266	9.0	0.00587	50.0	50.0	1534.0	1.0			
GCF_003991095.1__GCF_004637025.1	0.38245	0.38245	130.0	0.01977	264.0	264.0	6576.0	1.0			
GCF_013201015.1__GCF_013393665.2	0.38241	0.38241	19.0	0.00185	74.0	74.0	10243.0	1.0			
GCF_003609935.1__GCF_003966485.1	0.38233	0.38233	9.0	0.0058	40.0	40.0	1551.0	1.0			
GCF_003609935.1__GCF_015840115.1	0.38222	0.38222	18.0	0.01168	62.0	62.0	1541.0	1.0			
GCF_003052005.2__GCF_013393665.2	0.38191	0.38191	8.0	0.00088	56.0	56.0	9099.0	1.0			
GCF_013305765.1__GCF_013393665.2	0.38172	0.38172	5.0	0.00055	16.0	16.0	9017.0	1.0			
GCF_000147095.1__GCF_900693005.1	0.38169	0.38169	12.0	0.00691	64.0	64.0	1737.0	1.0			
GCF_003798145.1__GCF_013393665.2	0.38164	0.38164	6.0	0.0006	48.0	48.0	9965.0	1.0			
GCF_013393665.2__GCF_016107485.1	0.38162	0.38162	5.0	0.00055	28.0	28.0	9022.0	1.0			
GCF_001307525.1__GCF_003991095.1	0.3816	0.3816	131.0	0.01992	266.0	266.0	6575.0	1.0			
GCF_013393665.2__GCF_900070375.1	0.38158	0.38158	5.0	0.00055	28.0	28.0	9023.0	1.0			
GCF_000026665.1__GCF_003609935.1	0.38139	0.38139	13.0	0.00852	42.0	42.0	1526.0	1.0			
GCF_002947575.1__GCF_003609935.1	0.38139	0.38139	13.0	0.00852	42.0	42.0	1526.0	1.0			
GCF_003351645.1__GCF_003609935.1	0.38104	0.38104	9.0	0.0058	36.0	36.0	1551.0	1.0			
GCF_000981825.1__GCF_013393665.2	0.381	0.381	26.0	0.00273	70.0	70.0	9538.0	1.0			
GCF_001516105.1__GCF_013393665.2	0.3809	0.3809	9.0	0.00099	48.0	48.0	9047.0	1.0			
GCF_013393665.2__GCF_902703215.1	0.38085	0.38085	9.0	0.001	30.0	30.0	9043.0	1.0			
GCF_004102665.1__GCF_013393665.2	0.3806	0.3806	8.0	0.00088	32.0	32.0	9041.0	1.0			
GCF_003641125.1__GCF_003812905.1	0.38041	0.38041	19.0	0.00156	62.0	62.0	12179.0	1.0			
GCF_004355145.1__GCF_013393665.2	0.3804	0.3804	5.0	0.00055	40.0	40.0	9030.0	1.0			
GCF_001606045.1__GCF_013393665.2	0.38032	0.38032	5.0	0.00055	28.0	28.0	9016.0	1.0			
GCF_013393665.2__GCF_014854655.1	0.38002	0.38002	10.0	0.00109	38.0	38.0	9147.0	1.0			
GCF_008033725.1__GCF_013393665.2	0.37977	0.37977	12.0	0.00132	60.0	60.0	9074.0	1.0			
GCF_000019985.1__GCF_003609935.1	0.37967	0.37967	18.0	0.0118	54.0	54.0	1525.0	1.0			
GCF_013393665.2__GCF_900095805.1	0.37955	0.37955	9.0	0.0009	44.0	44.0	9983.0	1.0			
GCF_009648875.1__GCF_013393665.2	0.37948	0.37948	11.0	0.00121	62.0	62.0	9115.0	1.0			
GCF_900459895.1__GCF_900693055.1	0.37937	0.37937	12.0	0.00724	42.0	42.0	1658.0	1.0			
GCF_002411865.3__GCF_013393665.2	0.3792	0.3792	22.0	0.00239	100.0	100.0	9193.0	1.0			
GCF_000385905.1__GCF_004354285.1	0.37919	0.37919	9.0	0.00265	30.0	30.0	3402.0	1.0			
GCF_000385905.1__GCF_004354245.1	0.37919	0.37919	9.0	0.00265	30.0	30.0	3402.0	1.0			
GCF_002813535.1__GCF_003609935.1	0.37904	0.37904	8.0	0.00527	38.0	38.0	1517.0	1.0			
GCF_001542795.2__GCF_013393665.2	0.37892	0.37892	7.0	0.00077	44.0	44.0	9126.0	1.0			
GCF_013393665.2__GCF_904866275.1	0.37891	0.37891	7.0	0.00077	42.0	42.0	9084.0	1.0			
GCF_013393665.2__GCF_013467605.1	0.37888	0.37888	11.0	0.00119	50.0	50.0	9214.0	1.0			
GCF_013343475.1__GCF_013393665.2	0.37873	0.37873	10.0	0.0011	56.0	56.0	9112.0	1.0			
GCF_008033745.1__GCF_013393665.2	0.37872	0.37872	12.0	0.00132	60.0	60.0	9099.0	1.0			
GCF_003429205.1__GCF_013393665.2	0.37869	0.37869	12.0	0.00131	56.0	56.0	9142.0	1.0			
GCF_003351725.1__GCF_003609935.1	0.37862	0.37862	8.0	0.00515	22.0	22.0	1553.0	1.0			
GCF_001255215.1__GCF_003609935.1	0.3786	0.3786	15.0	0.01003	50.0	50.0	1495.0	1.0			
GCF_001792835.1__GCF_013393665.2	0.37852	0.37852	12.0	0.00132	58.0	58.0	9125.0	1.0			
GCF_000147095.1__GCF_900692935.1	0.37849	0.37849	13.0	0.0074	60.0	60.0	1757.0	1.0			
GCF_000210935.1__GCF_003609935.1	0.37822	0.37822	12.0	0.00792	48.0	48.0	1515.0	1.0			
GCF_000385905.1__GCF_008369645.1	0.37817	0.37817	10.0	0.00291	38.0	38.0	3435.0	1.0			
GCF_013393665.2__GCF_018409365.1	0.37813	0.37813	8.0	0.00088	46.0	46.0	9116.0	1.0			
GCF_013393665.2__GCF_900618265.1	0.37811	0.37811	14.0	0.00155	48.0	48.0	9029.0	1.0			
GCF_000385905.1__GCF_000494385.3	0.37807	0.37807	12.0	0.00355	42.0	42.0	3383.0	1.0			
GCF_000385905.1__GCF_000484195.3	0.37807	0.37807	12.0	0.00355	42.0	42.0	3383.0	1.0			
GCF_002075065.1__GCF_013393665.2	0.37806	0.37806	5.0	0.00053	36.0	36.0	9382.0	1.0			
GCF_001518975.1__GCF_013393665.2	0.37797	0.37797	5.0	0.00055	22.0	22.0	9096.0	1.0			
GCF_000348705.1__GCF_900459595.1	0.37795	0.37795	7.0	0.00394	26.0	26.0	1778.0	1.0			
GCF_013393665.2__GCF_900185255.1	0.3779	0.3779	5.0	0.00054	68.0	68.0	9259.0	1.0			
GCF_002223805.1__GCF_013393665.2	0.3779	0.3779	9.0	0.0009	48.0	48.0	10029.0	1.0			
GCF_002442855.1__GCF_013393665.2	0.37789	0.37789	8.0	0.00089	38.0	38.0	9029.0	1.0			
GCF_013260445.1__GCF_013393665.2	0.37787	0.37787	20.0	0.00218	74.0	74.0	9154.0	1.0			
GCF_001516245.2__GCF_013393665.2	0.37785	0.37785	14.0	0.00153	54.0	54.0	9173.0	1.0			
GCF_013375795.1__GCF_013393665.2	0.37784	0.37784	10.0	0.00109	44.0	44.0	9152.0	1.0			
GCF_000829275.1__GCF_013393665.2	0.37768	0.37768	11.0	0.00091	28.0	28.0	12116.0	1.0			
GCF_013393665.2__GCF_900618255.1	0.37765	0.37765	14.0	0.00155	48.0	48.0	9040.0	1.0			
GCF_001516305.2__GCF_013393665.2	0.37756	0.37756	10.0	0.0011	48.0	48.0	9066.0	1.0			
GCF_013393665.2__GCF_015697465.1	0.37756	0.37756	7.0	0.00077	48.0	48.0	9082.0	1.0			
GCF_009905195.1__GCF_013393665.2	0.37753	0.37753	6.0	0.00067	36.0	36.0	9006.0	1.0			
GCF_002753655.1__GCF_013393665.2	0.37753	0.37753	16.0	0.00171	50.0	50.0	9337.0	1.0			
GCF_000816985.1__GCF_013393665.2	0.37749	0.37749	26.0	0.00283	80.0	80.0	9179.0	1.0			
GCF_001307525.1__GCF_002859825.1	0.37746	0.37746	10.0	0.00143	20.0	20.0	6973.0	1.0			
GCF_013393665.2__GCF_018141565.1	0.37739	0.37739	10.0	0.00109	50.0	50.0	9216.0	1.0			
GCF_001307525.1__GCF_004634685.1	0.37735	0.37735	10.0	0.00143	20.0	20.0	6975.0	1.0			
GCF_001307525.1__GCF_002859685.1	0.37735	0.37735	10.0	0.00143	20.0	20.0	6975.0	1.0			
GCF_001307525.1__GCF_001987935.1	0.37735	0.37735	10.0	0.00143	20.0	20.0	6975.0	1.0			
GCF_002286035.1__GCF_003991095.1	0.37734	0.37734	129.0	0.01962	262.0	262.0	6575.0	1.0			
GCF_002286115.1__GCF_003991095.1	0.37734	0.37734	129.0	0.01962	262.0	262.0	6575.0	1.0			
GCF_001307525.1__GCF_001986295.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004636325.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002859705.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002859725.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004635525.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001986335.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001985505.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001986105.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002892665.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004635945.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002892685.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002859565.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002442715.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004637065.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002442775.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001985645.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001987035.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001987355.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_002018515.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001989315.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001989275.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001989175.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001989075.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001989035.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001988475.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001987495.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001985625.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001987815.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001985945.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004009575.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004635805.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_004635585.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001307525.1__GCF_001985925.1	0.37729	0.37729	10.0	0.00143	20.0	20.0	6976.0	1.0			
GCF_001985725.1__GCF_003991095.1	0.37728	0.37728	129.0	0.01962	262.0	262.0	6576.0	1.0			
GCF_003991095.1__GCF_004009415.1	0.37728	0.37728	129.0	0.01962	262.0	262.0	6576.0	1.0			
GCF_003609935.1__GCF_900476505.1	0.37728	0.37728	8.0	0.00541	38.0	38.0	1479.0	1.0			
GCF_001792855.1__GCF_013393665.2	0.37723	0.37723	8.0	0.00087	64.0	64.0	9151.0	1.0			
GCF_003991095.1__GCF_004008475.1	0.37722	0.37722	129.0	0.01961	262.0	262.0	6577.0	1.0			
GCF_002286075.1__GCF_003991095.1	0.37722	0.37722	129.0	0.01961	262.0	262.0	6577.0	1.0			
GCF_001985105.1__GCF_003991095.1	0.37722	0.37722	129.0	0.01961	262.0	262.0	6577.0	1.0			
GCF_002286155.1__GCF_003991095.1	0.37722	0.37722	129.0	0.01961	262.0	262.0	6577.0	1.0			
GCF_001986495.1__GCF_003991095.1	0.37722	0.37722	129.0	0.01961	262.0	262.0	6577.0	1.0			
GCF_001307525.1__GCF_001987835.1	0.3772	0.3772	10.0	0.00143	20.0	20.0	6975.0	1.0			
GCF_001307525.1__GCF_001988495.1	0.3772	0.3772	10.0	0.00143	20.0	20.0	6975.0	1.0			
GCF_003991095.1__GCF_004008415.1	0.37717	0.37717	129.0	0.01961	262.0	262.0	6578.0	1.0			
GCF_003991095.1__GCF_004009215.1	0.37713	0.37713	129.0	0.01962	262.0	262.0	6576.0	1.0			
GCF_001985485.1__GCF_003991095.1	0.37713	0.37713	129.0	0.01962	262.0	262.0	6576.0	1.0			
GCF_001307525.1__GCF_001988435.1	0.37711	0.37711	10.0	0.00143	20.0	20.0	6974.0	1.0			
GCF_001985825.1__GCF_003991095.1	0.37709	0.37709	129.0	0.01962	262.0	262.0	6574.0	1.0			
GCF_001293085.1__GCF_013393665.2	0.37706	0.37706	13.0	0.00141	76.0	76.0	9208.0	1.0			
GCF_003991095.1__GCF_004636005.1	0.37703	0.37703	129.0	0.01962	262.0	262.0	6575.0	1.0			
GCF_003991095.1__GCF_004635925.1	0.37703	0.37703	129.0	0.01962	262.0	262.0	6575.0	1.0			
GCF_001307525.1__GCF_001987395.1	0.37703	0.37703	10.0	0.00143	20.0	20.0	6973.0	1.0			
GCF_003991095.1__GCF_004636925.1	0.37703	0.37703	129.0	0.01962	262.0	262.0	6575.0	1.0			
GCF_001509915.1__GCF_004636145.1	0.37699	0.37699	4.0	0.00058	8.0	8.0	6926.0	1.0			
GCF_003429185.1__GCF_013393665.2	0.37689	0.37689	11.0	0.0012	50.0	50.0	9191.0	1.0			
GCF_000271365.1__GCF_013393665.2	0.37682	0.37682	12.0	0.00133	58.0	58.0	8999.0	1.0			
GCF_000496605.2__GCF_013393665.2	0.37678	0.37678	13.0	0.00141	76.0	76.0	9215.0	1.0			
GCF_007559105.1__GCF_013393665.2	0.37674	0.37674	8.0	0.00088	42.0	42.0	9099.0	1.0			
GCF_007559085.1__GCF_013393665.2	0.3767	0.3767	12.0	0.00132	62.0	62.0	9116.0	1.0			
GCF_001722045.1__GCF_013393665.2	0.37668	0.37668	11.0	0.00109	34.0	34.0	10120.0	1.0			
GCF_013393665.2__GCF_900636975.1	0.3766	0.3766	10.0	0.00098	42.0	42.0	10162.0	1.0			
GCF_013393665.2__GCF_900149285.1	0.37658	0.37658	7.0	0.00077	34.0	34.0	9087.0	1.0			
GCF_009867055.1__GCF_013393665.2	0.37655	0.37655	5.0	0.00055	48.0	48.0	9101.0	1.0			
GCF_001721805.1__GCF_013393665.2	0.37655	0.37655	7.0	0.00069	20.0	20.0	10113.0	1.0			
GCF_001721845.1__GCF_013393665.2	0.37655	0.37655	7.0	0.00069	20.0	20.0	10113.0	1.0			
GCF_013393665.2__GCF_900618325.1	0.37652	0.37652	14.0	0.00154	48.0	48.0	9062.0	1.0			
GCF_013393665.2__GCF_900618335.1	0.37652	0.37652	14.0	0.00154	48.0	48.0	9062.0	1.0			
GCF_007559065.1__GCF_013393665.2	0.37643	0.37643	12.0	0.00119	34.0	34.0	10116.0	1.0			
GCF_003074115.1__GCF_013393665.2	0.37622	0.37622	17.0	0.00168	62.0	62.0	10135.0	1.0			
GCF_013393665.2__GCF_018279305.1	0.3762	0.3762	5.0	0.00049	42.0	42.0	10141.0	1.0			
GCF_012935295.1__GCF_013393665.2	0.37611	0.37611	4.0	0.00044	32.0	32.0	9194.0	1.0			
GCF_008033765.1__GCF_013393665.2	0.37609	0.37609	12.0	0.00132	60.0	60.0	9083.0	1.0			
GCF_013393665.2__GCF_902172305.2	0.37596	0.37596	5.0	0.00055	34.0	34.0	9118.0	1.0			
GCF_013393665.2__GCF_018279265.1	0.37593	0.37593	16.0	0.00157	56.0	56.0	10196.0	1.0			
GCF_003324465.1__GCF_013393665.2	0.37586	0.37586	8.0	0.00088	58.0	58.0	9139.0	1.0			
GCF_001516325.2__GCF_013393665.2	0.37577	0.37577	13.0	0.00143	46.0	46.0	9120.0	1.0			
GCF_000359505.1__GCF_013393665.2	0.37575	0.37575	6.0	0.0006	36.0	36.0	9940.0	1.0			
GCF_000750255.1__GCF_013161625.1	0.37567	0.37567	6.0	0.00294	22.0	22.0	2039.0	1.0			
GCF_013393665.2__GCF_902703185.1	0.37564	0.37564	14.0	0.00153	70.0	70.0	9147.0	1.0			
GCF_013393665.2__GCF_016919425.1	0.37558	0.37558	16.0	0.00176	54.0	54.0	9066.0	1.0			
